"Acct Number","Date","Description","Reference","Debit","Credit"
"30-100-00","12/01/17","MICROBAC LABORATORIE"," 43886  ",0,592.57
"30-200-00","12/01/17","MICROBAC LABORATORIE"," 43886  ",592.57,0
"30-100-00","12/01/17","NC 811, INC         "," 43887  ",0,4.5
"30-200-00","12/01/17","NC 811, INC         "," 43887  ",4.5,0
"10-100-00","12/01/17","NEW DIXIE OIL CORPOR"," 43888  ",0,637.08
"10-200-00","12/01/17","NEW DIXIE OIL CORPOR"," 43888  ",637.08,0
"30-100-00","12/01/17","NEW DIXIE OIL CORPOR"," 43888  ",0,136.77
"30-200-00","12/01/17","NEW DIXIE OIL CORPOR"," 43888  ",136.77,0
"30-100-00","12/01/17","NORTHSTAR IND. AND/O"," 43889  ",0,2100
"30-200-00","12/01/17","NORTHSTAR IND. AND/O"," 43889  ",2100,0
"10-100-00","12/01/17","OLDE SOUTH PROPERTY "," 43890  ",0,2475
"10-200-00","12/01/17","OLDE SOUTH PROPERTY "," 43890  ",2475,0
"10-100-00","12/01/17","PRUDENTIAL RETIREMEN"," 43891  ",0,3555.59
"10-200-00","12/01/17","PRUDENTIAL RETIREMEN"," 43891  ",3555.59,0
"30-100-00","12/01/17","PRUDENTIAL RETIREMEN"," 43891  ",0,386.12
"30-200-00","12/01/17","PRUDENTIAL RETIREMEN"," 43891  ",386.12,0
"30-100-00","12/01/17","RCR & COMPANY       "," 43892  ",0,2145.66
"30-200-00","12/01/17","RCR & COMPANY       "," 43892  ",2145.66,0
"10-100-00","12/01/17","ROANOKE RAPIDS DAILY"," 43893  ",0,214.27
"10-200-00","12/01/17","ROANOKE RAPIDS DAILY"," 43893  ",214.27,0
"30-100-00","12/01/17","ROANOKE RAPIDS SANIT"," 43894  ",0,40
"30-200-00","12/01/17","ROANOKE RAPIDS SANIT"," 43894  ",40,0
"10-100-00","12/01/17","STAPLES ADVANTAGE   "," 43895  ",0,242.73
"10-200-00","12/01/17","STAPLES ADVANTAGE   "," 43895  ",242.73,0
"10-100-00","12/01/17","THARRINGTON SMITH   "," 43896  ",0,2465.8
"10-200-00","12/01/17","THARRINGTON SMITH   "," 43896  ",2465.8,0
"10-100-00","12/01/17","THERON SHARBER      "," 43897  ",0,76.25
"10-200-00","12/01/17","THERON SHARBER      "," 43897  ",76.25,0
"30-100-00","12/01/17","U. S. POSTAL SERVICE"," 43898  ",0,150
"30-200-00","12/01/17","U. S. POSTAL SERVICE"," 43898  ",150,0
"10-100-00","12/01/17","VERIZON WIRELESS    "," 43899  ",0,76.02
"10-200-00","12/01/17","VERIZON WIRELESS    "," 43899  ",76.02,0
"10-100-00","12/01/17","VIRGINIA CAROLINA PE"," 43900  ",0,90
"10-200-00","12/01/17","VIRGINIA CAROLINA PE"," 43900  ",90,0
"30-100-00","12/01/17","KENNY WILSON        "," 43901  ",0,58.53
"30-200-00","12/01/17","KENNY WILSON        "," 43901  ",58.53,0
"30-100-00","12/01/17","WPCSOCC             "," 43902  ",0,50
"30-200-00","12/01/17","WPCSOCC             "," 43902  ",50,0
"10-100-00","12/01/17","TO VOID CHK 43899   "," 43899  ",76.02,0
"10-200-00","12/01/17","TO VOID CHK 43899   "," 43899  ",0,76.02
"10-100-00","12/07/17","PR Net              ","~       ",0,4339.56
"10-221-00","12/07/17","Soc Sec Withholdings","~       ",0,762.02
"10-221-00","12/07/17","Med Withholdings    ","~       ",0,178.21
"10-221-00","12/07/17","Soc Match Liab      ","~       ",0,526.3
"10-221-00","12/07/17","Med Match Liab      ","~       ",0,123.08
"10-222-00","12/07/17","Fed Withholdings    ","~       ",0,1020.78
"10-223-00","12/07/17","State Withholdings  ","~       ",0,409
"10-227-00","12/07/17","401K LOAN           ","~       ",0,369.66
"10-227-01","12/07/17","401K RET            ","~       ",0,235.43
"10-228-00","12/07/17","Ret Withholdings    ","~       ",0,699.36
"10-228-00","12/07/17","Ret Match Liab      ","~       ",0,634.28
"10-229-00","12/07/17","CHILD SUPP          ","~       ",0,319.52
"10-229-02","12/07/17","TAX GARNIS          ","~       ",0,150
"10-351-01","12/07/17","PROC FEE            ","~       ",0,5
"10-420-02","12/07/17","Wages               ","~       ",1224.67,0
"10-420-03","12/07/17","Wages               ","~       ",602.06,0
"10-420-05","12/07/17","Soc Match           ","~       ",75.93,0
"10-420-05","12/07/17","Soc Match           ","~       ",37.33,0
"10-420-05","12/07/17","Med Match           ","~       ",17.76,0
"10-420-05","12/07/17","Med Match           ","~       ",8.73,0
"10-420-07","12/07/17","Ret Match           ","~       ",91.85,0
"10-420-07","12/07/17","Ret Match           ","~       ",45.16,0
"10-500-03","12/07/17","Wages               ","~       ",62.48,0
"10-500-05","12/07/17","Soc Match           ","~       ",3.88,0
"10-500-05","12/07/17","Med Match           ","~       ",.91,0
"10-510-02","12/07/17","Wages               ","~       ",6027.54,0
"10-510-05","12/07/17","Soc Match           ","~       ",373.71,0
"10-510-05","12/07/17","Med Match           ","~       ",87.39,0
"10-510-07","12/07/17","Ret Match           ","~       ",497.27,0
"10-560-03","12/07/17","Wages               ","~       ",532.23,0
"10-560-05","12/07/17","Soc Match           ","~       ",33,0
"10-560-05","12/07/17","Med Match           ","~       ",7.72,0
"10-630-03","12/07/17","Wages               ","~       ",39.56,0
"10-630-05","12/07/17","Soc Match           ","~       ",2.45,0
"10-630-05","12/07/17","Med Match           ","~       ",.57,0
"30-100-00","12/07/17","PR Net              ","~       ",0,3801.81
"30-221-00","12/07/17","Soc Match Liab      ","~       ",0,235.72
"30-221-00","12/07/17","Med Match Liab      ","~       ",0,55.13
"30-228-00","12/07/17","Ret Match Liab      ","~       ",0,285.13
"30-810-03","12/07/17","Wages               ","~       ",609.19,0
"30-810-05","12/07/17","Soc Match           ","~       ",37.77,0
"30-810-05","12/07/17","Med Match           ","~       ",8.83,0
"30-810-07","12/07/17","Ret Match           ","~       ",45.68,0
"30-811-02","12/07/17","Wages               ","~       ",3192.62,0
"30-811-05","12/07/17","Soc Match           ","~       ",197.95,0
"30-811-05","12/07/17","Med Match           ","~       ",46.3,0
"30-811-07","12/07/17","Ret Match           ","~       ",239.45,0
"10-228-00","12/06/17","nov orbit           ","12012017",2138.07,0
"30-228-00","12/06/17","nov orbit           ","12012017",478.9,0
"10-101-09","12/06/17","nov orbit           ","12012017",0,2138.07
"30-101-09","12/06/17","nov orbit           ","12012017",0,478.9
"10-250-00","12/18/17","NC PLAYSCAPE CONSTRU","11/27/17",19877.39,0
"10-200-00","12/18/17","NC PLAYSCAPE CONSTRU","11/27/17",0,19877.39
"10-100-00","12/18/17","NC PLAYSCAPE CONSTRU"," 43904  ",0,19877.39
"10-200-00","12/18/17","NC PLAYSCAPE CONSTRU"," 43904  ",19877.39,0
"10-100-00","12/21/17","PR Net              ","~       ",0,3729.04
"10-221-00","12/21/17","Soc Sec Withholdings","~       ",0,704.45
"10-221-00","12/21/17","Med Withholdings    ","~       ",0,164.77
"10-221-00","12/21/17","Soc Match Liab      ","~       ",0,471.38
"10-221-00","12/21/17","Med Match Liab      ","~       ",0,110.25
"10-222-00","12/21/17","Fed Withholdings    ","~       ",0,1004.77
"10-223-00","12/21/17","State Withholdings  ","~       ",0,395
"10-227-00","12/21/17","401K LOAN           ","~       ",0,369.66
"10-227-01","12/21/17","401K RET            ","~       ",0,164.15
"10-228-00","12/21/17","Ret Withholdings    ","~       ",0,634.93
"10-228-00","12/21/17","Ret Match Liab      ","~       ",0,557.24
"10-229-00","12/21/17","CHILD SUPP          ","~       ",0,281.02
"10-229-02","12/21/17","TAX GARNIS          ","~       ",0,150
"10-351-01","12/21/17","PROC FEE            ","~       ",0,5
"10-420-03","12/21/17","Wages               ","~       ",755.29,0
"10-420-05","12/21/17","Soc Match           ","~       ",46.83,0
"10-420-05","12/21/17","Med Match           ","~       ",10.95,0
"10-420-07","12/21/17","Ret Match           ","~       ",56.64,0
"10-500-03","12/21/17","Wages               ","~       ",58.31,0
"10-500-05","12/21/17","Soc Match           ","~       ",3.62,0
"10-500-05","12/21/17","Med Match           ","~       ",.85,0
"10-510-02","12/21/17","Wages               ","~       ",6067.9,0
"10-510-05","12/21/17","Soc Match           ","~       ",376.21,0
"10-510-05","12/21/17","Med Match           ","~       ",87.99,0
"10-510-07","12/21/17","Ret Match           ","~       ",500.6,0
"10-560-03","12/21/17","Wages               ","~       ",579.68,0
"10-560-05","12/21/17","Soc Match           ","~       ",35.94,0
"10-560-05","12/21/17","Med Match           ","~       ",8.41,0
"10-630-03","12/21/17","Wages               ","~       ",141.61,0
"10-630-05","12/21/17","Soc Match           ","~       ",8.78,0
"10-630-05","12/21/17","Med Match           ","~       ",2.05,0
"30-100-00","12/21/17","PR Net              ","~       ",0,3759.06
"30-221-00","12/21/17","Soc Match Liab      ","~       ",0,233.07
"30-221-00","12/21/17","Med Match Liab      ","~       ",0,54.52
"30-228-00","12/21/17","Ret Match Liab      ","~       ",0,281.94
"30-810-03","12/21/17","Wages               ","~       ",566.44,0
"30-810-05","12/21/17","Soc Match           ","~       ",35.12,0
"30-810-05","12/21/17","Med Match           ","~       ",8.22,0
"30-810-07","12/21/17","Ret Match           ","~       ",42.49,0
"30-811-02","12/21/17","Wages               ","~       ",3192.62,0
"30-811-05","12/21/17","Soc Match           ","~       ",197.95,0
"30-811-05","12/21/17","Med Match           ","~       ",46.3,0
"30-811-07","12/21/17","Ret Match           ","~       ",239.45,0
"10-337-00","12/15/17","utility franchise ta","12152017",0,13905.08
"10-100-00","12/15/17","utility franchise ta","12152017",13905.08,0
"10-345-00","12/15/17","sales & use tax     ","12152017",0,8823.93
"10-100-00","12/15/17","sales & use tax     ","12152017",8823.93,0
"10-329-02","08/31/17","interest nccmt      ","08312017",0,453.83
"10-101-09","08/31/17","interest nccmt      ","08312017",453.83,0
"10-329-02","09/30/17","interest nccmt      ","09302017",0,425.61
"10-101-09","09/30/17","interest nccmt      ","09302017",425.61,0
"10-329-02","10/31/17","int nccmt           ","10312017",0,459.13
"10-101-09","10/31/17","int nccmt           ","10312017",459.13,0
"10-329-02","11/30/17","interest nc cmt     ","11302017",0,461.57
"10-101-09","11/30/17","interest nc cmt     ","11302017",461.57,0
"10-100-00","12/15/17","entry error         ","12152017",0,13905.08
"10-101-09","12/15/17","entry error         ","12152017",13905.08,0
"10-101-09","12/15/17","entry error         ","12152017",8823.93,0
"10-100-00","12/15/17","entry error         ","12152017",0,8823.93
"10-228-00","09/06/17","august orbit        ","09062017",3230.94,0
"30-228-00","09/06/17","august orbit        ","09062017",710.36,0
"10-101-09","09/06/17","august orbit        ","09062017",0,3230.94
"30-101-09","09/06/17","august orbit        ","09062017",0,710.36
"10-228-00","10/04/17","sept orbit          ","10042017",2210.76,0
"30-228-00","10/04/17","sept orbit          ","10042017",478.9,0
"10-101-09","10/04/17","sept orbit          ","10042017",0,2210.76
"30-101-09","10/04/17","sept orbit          ","10042017",0,478.9
"30-126-00","12/28/17","W&S Recv            ","~       ",24516.27,0
"30-126-00","12/28/17","FBC Cheryl Sebrell  ","~       ",0,15.65
"30-126-00","12/28/17","FBC Grady Jefferson ","~       ",0,65.65
"30-126-00","12/28/17","FBC Shahai Williams ","~       ",0,62.65
"30-126-00","12/28/17","FBC Kenneth Luter   ","~       ",0,26.3
"30-236-00","12/28/17","Meleco              ","~       ",100,0
"30-371-00","12/28/17","Avail Fee           ","~       ",0,2755
"30-371-01","12/28/17","Dec Water           ","~       ",0,11187.57
"30-371-02","12/28/17","Dec Sewer           ","~       ",0,10573.7
"30-371-04","12/28/17","Dec Penalties       ","~       ",0,520
"30-371-05","12/28/17","Dec Adjustments     ","~       ",0,-590.25
"10-329-03","08/31/17","cemetery interest   ","08312017",0,68.01
"10-101-02","08/31/17","cemetery interest   ","08312017",68.01,0
"10-329-03","09/30/17","cemetery interest   ","09302017",0,66.69
"10-101-02","09/30/17","cemetery interest   ","09302017",66.69,0
"10-329-03","10/31/17","cemetery interst    ","10312017",0,70.52
"10-101-02","10/31/17","cemetery interst    ","10312017",70.52,0
"10-329-03","11/30/17","cemetery interest   ","11302017",0,69.98
"10-101-02","11/30/17","cemetery interest   ","11302017",69.98,0
"10-302-17","12/12/17","MV Tax Nov 2017     ","~       ",0,16981.24
"10-100-00","12/12/17","MV Tax Nov 2017     ","~       ",16981.24,0
"10-353-00","12/12/17","Tickets, Fees, Tax  ","~       ",0,560
"10-351-01","12/12/17","Tickets, Fees, Tax  ","~       ",0,28.5
"10-302-17","12/12/17","Tickets, Fees, Tax  ","~       ",0,2355.36
"10-361-00","12/12/17","Tickets, Fees, Tax  ","~       ",0,150
"10-100-00","12/12/17","Tickets, Fees, Tax  ","~       ",3093.86,0
"10-353-00","12/27/17","Tickets - Point & Pa","~       ",0,640
"10-100-00","12/27/17","Tickets - Point & Pa","~       ",640,0
"10-353-00","12/27/17","Tickets and Tax     ","~       ",0,200
"10-302-17","12/27/17","Tickets and Tax     ","~       ",0,3028.98
"10-100-00","12/27/17","Tickets and Tax     ","~       ",3228.98,0
"40-900-00","11/21/17","audit bank confirm f","11212017",20,0
"40-100-04","11/21/17","audit bank confirm f","11212017",0,20
"10-329-05","08/31/17","interest debt set of","08312017",0,5.5
"10-101-05","08/31/17","interest debt set of","08312017",5.5,0
"10-329-05","09/30/17","interest debt set of","09302017",0,5.39
"10-101-05","09/30/17","interest debt set of","09302017",5.39,0
"10-329-05","10/31/17","interest debt set of","10312017",0,5.7
"10-101-05","10/31/17","interest debt set of","10312017",5.7,0
"10-329-05","11/30/17","interest debt set of","11302017",0,5.66
"10-101-05","11/30/17","interest debt set of","11302017",5.66,0
"10-343-00","12/26/17","powell bill funds   ","11262017",0,12044.87
"10-100-01","12/26/17","powell bill funds   ","11262017",12044.87,0
"10-329-01","07/31/17","interest PB MM      ","07312017",0,3.62
"10-101-00","07/31/17","interest PB MM      ","07312017",3.62,0
"10-329-01","08/31/17","interest PB MM      ","10312017",0,2.77
"10-101-00","08/31/17","interest PB MM      ","10312017",2.77,0
"10-329-01","11/30/17","interest PB MM      ","11302017",0,2.34
"10-101-00","11/30/17","interest PB MM      ","11302017",2.34,0
"10-329-01","08/31/17","interest PB MM      ","08312017",0,2.73
"10-101-00","08/31/17","interest PB MM      ","08312017",2.73,0
"10-329-01","09/30/17","interest PB MM      ","09302017",0,2.68
"10-101-00","09/30/17","interest PB MM      ","09302017",2.68,0
"30-810-83","08/16/17","truck payment       ","08162017",321.36,0
"30-811-83","08/16/17","truck payment       ","08162017",321.35,0
"30-100-00","08/16/17","truck payment       ","08162017",0,642.71
"30-810-83","10/14/17","truck payment       ","10142017",321.36,0
"30-811-83","10/14/17","truck payment       ","10142017",321.35,0
"30-100-00","10/14/17","truck payment       ","10142017",0,642.71
"30-811-83","11/14/17","truck payment       ","11142017",321.35,0
"30-810-83","11/14/17","truck payment       ","11142017",321.36,0
"30-100-00","11/14/17","truck payment       ","11142017",0,642.71
"30-810-83","12/14/17","truck payment       ","12142017",321.36,0
"30-811-83","12/14/17","truck payment       ","12142017",321.35,0
"30-100-00","12/14/17","truck payment       ","12142017",0,642.71
"30-810-83","12/29/17","truck payment       ","12292017",321.36,0
"30-811-83","12/29/17","truck payment       ","12292017",321.35,0
"30-100-00","12/29/17","truck payment       ","12292017",0,642.71
"10-420-11","09/18/17","sept centurylink    ","09182017",197.47,0
"10-510-11","09/18/17","sept centurylink    ","09182017",216.44,0
"10-630-11","09/18/17","sept centurylink    ","09182017",75.89,0
"30-811-11","09/18/17","sept centurylink    ","09182017",423.29,0
"10-100-00","09/18/17","sept centurylink    ","09182017",0,489.8
"30-100-00","09/18/17","sept centurylink    ","09182017",0,423.29
"10-420-11","10/18/17","oct centurylink     ","10182017",186.69,0
"10-510-11","10/18/17","oct centurylink     ","10182017",217.86,0
"10-630-11","10/18/17","oct centurylink     ","10182017",76.41,0
"30-811-11","10/18/17","oct centurylink     ","10182017",411.95,0
"10-100-00","10/18/17","oct centurylink     ","10182017",0,480.96
"30-100-00","10/18/17","oct centurylink     ","10182017",0,411.95
"10-420-11","11/16/17","nov centurylink     ","11162017",187.53,0
"10-510-11","11/16/17","nov centurylink     ","11162017",218.7,0
"10-630-11","11/16/17","nov centurylink     ","11162017",77.33,0
"30-811-11","11/16/17","nov centurylink     ","11162017",413.01,0
"10-100-00","11/16/17","nov centurylink     ","11162017",0,483.56
"30-100-00","11/16/17","nov centurylink     ","11162017",0,413.01
"10-420-11","12/19/17","dec centurylink     ","12192017",187.37,0
"10-510-11","12/19/17","dec centurylink     ","12192017",218.54,0
"10-630-11","12/19/17","dec centurylink     ","12192017",77.14,0
"30-811-11","12/19/17","dec centurylink     ","12192017",412.95,0
"10-100-00","12/19/17","dec centurylink     ","12192017",0,483.05
"30-100-00","12/19/17","dec centurylink     ","12192017",0,412.95
"10-410-77","07/21/17","july bank fee       ","07212017",120.22,0
"10-100-00","07/21/17","july bank fee       ","07212017",0,120.22
"10-410-77","08/21/17","aug bank fee        ","08212017",128.27,0
"10-100-00","08/21/17","aug bank fee        ","08212017",0,128.27
"10-410-77","09/21/17","sept bank fee       ","09212017",195.72,0
"10-100-00","09/21/17","sept bank fee       ","09212017",0,195.72
"10-410-77","10/23/17","oct bank fee        ","10232017",150.04,0
"10-100-00","10/23/17","oct bank fee        ","10232017",0,150.04
"10-410-77","11/21/17","nov bank fee        ","11212017",135.39,0
"10-100-00","11/21/17","nov bank fee        ","11212017",0,135.39
"10-410-77","12/21/17","dec bank fee        ","12212017",136.44,0
"10-100-00","12/21/17","dec bank fee        ","12212017",0,136.44
"10-331-00","10/27/17","charter             ","10272017",0,255.35
"10-100-00","10/27/17","charter             ","10272017",255.35,0
"10-331-00","11/30/17","charter             ","11302017",0,255.35
"10-100-00","11/30/17","charter             ","11302017",255.35,0
"10-331-00","12/27/17","charter             ","12272017",0,255.35
"10-100-00","12/27/17","charter             ","12272017",255.35,0
"10-510-13","12/06/17","DECEMBER DUKE PROGRE","12062017",214.74,0
"30-810-13","12/06/17","DECEMBER DUKE PROGRE","12062017",30.91,0
"30-811-13","12/06/17","DECEMBER DUKE PROGRE","12062017",1333.65,0
"10-560-13","12/06/17","DECEMBER DUKE PROGRE","12062017",22.27,0
"10-630-13","12/06/17","DECEMBER DUKE PROGRE","12062017",345.1,0
"10-500-13","12/06/17","DECEMBER DUKE PROGRE","12062017",149.73,0
"10-100-00","12/06/17","DECEMBER DUKE PROGRE","12062017",0,731.84
"30-100-00","12/06/17","DECEMBER DUKE PROGRE","12062017",0,1364.56
"10-500-13","12/13/17","DEC DUKE SIGN       ","12132017",29.64,0
"10-100-00","12/13/17","DEC DUKE SIGN       ","12132017",0,29.64
"10-560-13","11/28/17","DEC DUKE STREET     ","11282017",1671.07,0
"10-100-00","11/28/17","DEC DUKE STREET     ","11282017",0,1671.07
"10-500-13","11/14/17","NOV DUKE SIGN       ","11142017",20.51,0
"10-100-00","11/14/17","NOV DUKE SIGN       ","11142017",0,20.51
"10-500-13","11/09/17","OCT DUKE STREETS    ","11092017",1679.57,0
"10-100-00","11/09/17","OCT DUKE STREETS    ","11092017",0,1679.57
"10-510-13","11/08/17","OCT DUKE            ","11082017",186.33,0
"30-810-13","11/08/17","OCT DUKE            ","11082017",30.91,0
"30-811-13","11/08/17","OCT DUKE            ","11082017",1047.48,0
"10-560-13","11/08/17","OCT DUKE            ","11082017",22.27,0
"10-630-13","11/08/17","OCT DUKE            ","11082017",370.94,0
"10-500-13","11/08/17","OCT DUKE            ","11082017",140.87,0
"10-100-00","11/08/17","OCT DUKE            ","11082017",0,720.41
"30-100-00","11/08/17","OCT DUKE            ","11082017",0,1078.39
"10-510-13","07/07/17","DUKE JULY           ","07072017",233.82,0
"30-810-13","07/07/17","DUKE JULY           ","07072017",31.02,0
"30-811-13","07/07/17","DUKE JULY           ","07072017",1296.7,0
"10-560-13","07/07/17","DUKE JULY           ","07072017",22.27,0
"10-500-13","07/07/17","DUKE JULY           ","07072017",50,0
"10-630-13","07/07/17","DUKE JULY           ","07072017",385.9,0
"10-500-13","07/07/17","DUKE JULY           ","07072017",219.96,0
"10-100-00","07/07/17","DUKE JULY           ","07072017",0,911.95
"30-100-00","07/07/17","DUKE JULY           ","07072017",0,1327.72
"10-510-13","08/23/17","AUG DUKE            ","08082017",312.01,0
"30-810-13","08/23/17","AUG DUKE            ","08082017",34.21,0
"30-811-13","08/23/17","AUG DUKE            ","08082017",1112.78,0
"10-560-13","08/23/17","AUG DUKE            ","08082017",22.27,0
"10-500-13","08/23/17","AUG DUKE            ","08082017",104.65,0
"10-630-13","08/23/17","AUG DUKE            ","08082017",432.14,0
"10-500-13","08/23/17","AUG DUKE            ","08082017",222.78,0
"10-100-00","08/23/17","AUG DUKE            ","08082017",0,1093.85
"30-100-00","08/23/17","AUG DUKE            ","08082017",0,1146.99
"10-510-13","09/07/17","SEPT DUKE PROGRE    ","09072017",270.33,0
"30-810-13","09/07/17","SEPT DUKE PROGRE    ","09072017",46.41,0
"30-811-13","09/07/17","SEPT DUKE PROGRE    ","09072017",973.11,0
"10-560-13","09/07/17","SEPT DUKE PROGRE    ","09072017",22.27,0
"10-630-13","09/07/17","SEPT DUKE PROGRE    ","09072017",402.21,0
"10-500-13","09/07/17","SEPT DUKE PROGRE    ","09072017",195.49,0
"10-100-00","09/07/17","SEPT DUKE PROGRE    ","09072017",0,890.3
"30-100-00","09/07/17","SEPT DUKE PROGRE    ","09072017",0,1019.52
"10-510-13","10/10/17","DUKE PROGRESS OCT   ","10102017",238.56,0
"30-810-13","10/10/17","DUKE PROGRESS OCT   ","10102017",31.66,0
"30-811-13","10/10/17","DUKE PROGRESS OCT   ","10102017",1063.35,0
"10-560-13","10/10/17","DUKE PROGRESS OCT   ","10102017",22.27,0
"10-630-00","10/10/17","DUKE PROGRESS OCT   ","10102017",400.85,0
"10-500-13","10/10/17","DUKE PROGRESS OCT   ","10102017",177.25,0
"10-100-00","10/10/17","DUKE PROGRESS OCT   ","10102017",0,838.93
"30-100-00","10/10/17","DUKE PROGRESS OCT   ","10102017",0,1095.01
"10-560-13","08/25/17","DUKE PROGRESS STREET","08252017",3100.29,0
"10-100-00","08/25/17","DUKE PROGRESS STREET","08252017",0,3100.29
"30-811-83","12/29/17","ALLY PAYMENT        ","12292017",321.36,0
"30-810-83","12/29/17","ALLY PAYMENT        ","12292017",321.35,0
"30-100-00","12/29/17","ALLY PAYMENT        ","12292017",0,642.71
"10-100-00","01/04/18","PR Net              ","~       ",0,4296.28
"10-221-00","01/04/18","Soc Sec Withholdings","~       ",0,750.7
"10-221-00","01/04/18","Med Withholdings    ","~       ",0,175.58
"10-221-00","01/04/18","Soc Match Liab      ","~       ",0,518.3
"10-221-00","01/04/18","Med Match Liab      ","~       ",0,121.22
"10-222-00","01/04/18","Fed Withholdings    ","~       ",0,1087.19
"10-223-00","01/04/18","State Withholdings  ","~       ",0,416
"10-227-00","01/04/18","401K LOAN           ","~       ",0,369.66
"10-227-01","01/04/18","401K RET            ","~       ",0,214.59
"10-228-00","01/04/18","Ret Withholdings    ","~       ",0,707.11
"10-228-00","01/04/18","Ret Match Liab      ","~       ",0,652.02
"10-229-00","01/04/18","CHILD SUPP          ","~       ",0,187.39
"10-229-02","01/04/18","TAX GARNIS          ","~       ",0,150
"10-351-01","01/04/18","PROC FEE            ","~       ",0,5
"10-420-02","01/04/18","Wages               ","~       ",909.48,0
"10-420-03","01/04/18","Wages               ","~       ",696.75,0
"10-420-05","01/04/18","Soc Match           ","~       ",56.39,0
"10-420-05","01/04/18","Soc Match           ","~       ",43.2,0
"10-420-05","01/04/18","Med Match           ","~       ",13.19,0
"10-420-05","01/04/18","Med Match           ","~       ",10.11,0
"10-420-07","01/04/18","Ret Match           ","~       ",68.21,0
"10-420-07","01/04/18","Ret Match           ","~       ",41.95,0
"10-500-03","01/04/18","Wages               ","~       ",29.16,0
"10-500-05","01/04/18","Soc Match           ","~       ",1.81,0
"10-500-05","01/04/18","Med Match           ","~       ",.42,0
"10-510-02","01/04/18","Wages               ","~       ",6568.01,0
"10-510-05","01/04/18","Soc Match           ","~       ",407.22,0
"10-510-05","01/04/18","Med Match           ","~       ",95.24,0
"10-510-07","01/04/18","Ret Match           ","~       ",541.86,0
"10-560-03","01/04/18","Wages               ","~       ",139.44,0
"10-560-05","01/04/18","Soc Match           ","~       ",8.65,0
"10-560-05","01/04/18","Med Match           ","~       ",2.02,0
"10-630-03","01/04/18","Wages               ","~       ",16.66,0
"10-630-05","01/04/18","Soc Match           ","~       ",1.03,0
"10-630-05","01/04/18","Med Match           ","~       ",.24,0
"30-100-00","01/04/18","PR Net              ","~       ",0,3748.37
"30-221-00","01/04/18","Soc Match Liab      ","~       ",0,232.4
"30-221-00","01/04/18","Med Match Liab      ","~       ",0,54.36
"30-228-00","01/04/18","Ret Match Liab      ","~       ",0,281.13
"30-810-03","01/04/18","Wages               ","~       ",555.75,0
"30-810-05","01/04/18","Soc Match           ","~       ",34.45,0
"30-810-05","01/04/18","Med Match           ","~       ",8.06,0
"30-810-07","01/04/18","Ret Match           ","~       ",41.68,0
"30-811-02","01/04/18","Wages               ","~       ",3192.62,0
"30-811-05","01/04/18","Soc Match           ","~       ",197.95,0
"30-811-05","01/04/18","Med Match           ","~       ",46.3,0
"30-811-07","01/04/18","Ret Match           ","~       ",239.45,0
"30-100-00","11/03/17","TO VOID CHK 43864   "," 43864  ",1024.35,0
"30-200-00","11/03/17","TO VOID CHK 43864   "," 43864  ",0,1024.35
"10-510-13","01/03/18","AAA GAS & APPLIANCE ","17513   ",305.33,0
"10-200-00","01/03/18","AAA GAS & APPLIANCE ","17513   ",0,305.33
"10-410-57","01/03/18","HOLLY BARCELO       ","exp rpt ",32.1,0
"10-200-00","01/03/18","HOLLY BARCELO       ","exp rpt ",0,32.1
"10-410-04","01/03/18","LARRY E CARPENTER, C","5568    ",1475,0
"10-200-00","01/03/18","LARRY E CARPENTER, C","5568    ",0,1475
"10-510-54","01/03/18","ERIE INSURANCE GROUP","fleet 20",1566.88,0
"30-810-54","01/03/18","ERIE INSURANCE GROUP","fleet 20",783.44,0
"30-811-54","01/03/18","ERIE INSURANCE GROUP","fleet 20",783.43,0
"10-200-00","01/03/18","ERIE INSURANCE GROUP","fleet 20",0,1566.88
"30-200-00","01/03/18","ERIE INSURANCE GROUP","fleet 20",0,1566.87
"10-500-54","01/03/18","ERIE INSURANCE GROUP","ultra 20",2536.25,0
"30-810-54","01/03/18","ERIE INSURANCE GROUP","ultra 20",1268.13,0
"30-811-54","01/03/18","ERIE INSURANCE GROUP","ultra 20",1268.12,0
"10-200-00","01/03/18","ERIE INSURANCE GROUP","ultra 20",0,2536.25
"30-200-00","01/03/18","ERIE INSURANCE GROUP","ultra 20",0,2536.25
"30-810-58","01/03/18","HALIFAX CO WATER DEP","dec 2017",8013.6,0
"30-200-00","01/03/18","HALIFAX CO WATER DEP","dec 2017",0,8013.6
"30-810-11","01/03/18","ITS TELECOMM SERVICE","t1711072",51.21,0
"30-200-00","01/03/18","ITS TELECOMM SERVICE","t1711072",0,51.21
"10-560-17","01/03/18","LIT. LAKE GASTON AUT","11.25.20",10.12,0
"10-200-00","01/03/18","LIT. LAKE GASTON AUT","11.25.20",0,10.12
"10-560-13","01/03/18","LIT./LAKE GASTON FES","electric",80.67,0
"10-200-00","01/03/18","LIT./LAKE GASTON FES","electric",0,80.67
"30-811-45","01/03/18","MICROBAC LABORATORIE","K6271 DE",1186.91,0
"30-200-00","01/03/18","MICROBAC LABORATORIE","K6271 DE",0,1186.91
"10-420-00","01/03/18","NC ASSOCIATION OF MU","I0000582",70,0
"10-200-00","01/03/18","NC ASSOCIATION OF MU","I0000582",0,70
"30-810-59","01/03/18","NC 811, INC         ","105227 /",18.75,0
