"Acct Number","Date","Description","Reference","Debit","Credit"
"10-0400-420","08-26-1999","SC RETIREMENT SYSTEM","6593    ",996.53,0
"10-0500-420","08-26-1999","SC RETIREMENT SYSTEM","6593    ",511.66,0
"10-1030-000","08-26-1999","BB&T (STATE)        ","6592    ",0,1382.87
"10-1030-000","08-26-1999","SC STATE EMP CR UN  ","6574    ",0,570.96
"10-1030-000","08-26-1999","SC RETIREMENT SYSTEM","6593    ",0,3771.79
"10-1030-000","08-26-1999","SC STATE TREASURER  ","6591    ",0,197.5
"10-1030-000","08-26-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",0,1908.29
"10-2100-000","08-26-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",781.27,0
"10-2110-000","08-26-1999","BB&T (STATE)        ","6592    ",1382.87,0
"10-2120-000","08-26-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",1127.02,0
"10-2130-000","08-26-1999","SC RETIREMENT SYSTEM","6593    ",1680.93,0
"10-2150-000","08-26-1999","SC STATE EMP CR UN  ","6574    ",570.96,0
"10-2170-000","08-26-1999","SC STATE TREASURER  ","6591    ",197.5,0
"10-1020-000","08-24-1999","EL MISC-RETURN CHECK","~       ",25,0
"10-0300-350","08-24-1999","EL MISC-RETURN CHECK","~       ",0,25
"10-1050-000","08-24-1999","WT MISC-TRUCKLOAD   ","~       ",12,0
"10-0400-350","08-24-1999","WT MISC-TRUCKLOAD   ","~       ",0,12
"10-1120-000","08-25-1999","METER DEPOSIT       ","~       ",220,0
"10-2200-000","08-25-1999","METER DEPOSIT       ","~       ",0,220
"10-1120-000","08-26-1999","METER DEPOSIT       ","~       ",220,0
"10-2200-000","08-26-1999","METER DEPOSIT       ","~       ",0,220
"10-1200-000","08-31-1999","AUGUST              ","~       ",293978.08,0
"10-0300-301","08-31-1999","AUGUST              ","~       ",0,190999.07
"10-0400-301","08-31-1999","AUGUST              ","~       ",0,53819.85
"10-0500-301","08-31-1999","AUGUST              ","~       ",0,39329.27
"10-2020-000","08-31-1999","AUGUST              ","~       ",0,5165.89
"10-0300-001","08-31-1999","AUGUST              ","~       ",0,4664
"10-1120-000","08-30-1999","DAVIS & SONS CONSTR ","1211    ",0,210
"10-1120-000","08-30-1999","PERRY BROWN         ","1210    ",0,20
"10-1120-000","08-30-1999","HAHN ENTERPRISES    ","1212    ",0,200
"10-1120-000","08-30-1999","MACKEY MCCASLAN     ","1223    ",0,50
"10-1120-000","08-30-1999","MERONDA KING        ","1224    ",0,200
"10-1120-000","08-30-1999","LAW ENGINEERING     ","1225    ",0,200
"10-1120-000","08-11-1999","CPW-COURTNEY HEARST ","1206    ",0,220
"10-1120-000","08-26-1999","SARA L. SMITH       ","1209    ",0,50
"10-1120-000","08-16-1999","RONALD B. HUTCHINGS ","1207    ",0,220
"10-1120-000","08-30-1999","BUDDY'S QUEEN       ","1213    ",0,720
"10-1120-000","08-30-1999","PIC-A-FLICK         ","1220    ",0,310
"10-1120-000","08-30-1999","RICHARD B. PERCIVAL ","1217    ",0,240
"10-1120-000","08-30-1999","PALMETTO FEDERAL    ","1219    ",0,40
"10-1120-000","08-30-1999","IRENE BANDY ESTATE  ","1218    ",0,200
"10-1120-000","08-30-1999","S. T. REED          ","1216    ",0,10
"10-1120-000","08-30-1999","LONNE NORMAN CONSTR ","1214    ",0,320
"10-1120-000","08-30-1999","CAROLYN OSBORNE     ","1222    ",0,200
"10-1120-000","08-30-1999","ASSOCIATED CONTRACT ","1221    ",0,210
"10-1120-000","08-30-1999","LONNE NORMAN CONSTR ","1215    ",0,50
"10-1120-000","08-30-1999","DALE KEOWN          ","1228    ",0,15
"10-1120-000","08-02-1999","NELLIE ANDERSON     ","1200    ",0,31.91
"10-1120-000","08-05-1999","LORI HOWARD         ","1202    ",0,200
"10-1120-000","08-03-1999","T.M.MCKINNEY BARBER ","1201    ",0,12.5
"10-1120-000","08-02-1999","NELLIE ANDERSON     ","1199    ",0,53.39
"10-1120-000","08-02-1999","MYRA LETICIA SMITH  ","1197    ",0,170
"10-1120-000","08-30-1999","ROBERT MCGRATH      ","1230    ",0,50
"10-1120-000","08-30-1999","W. R. MCNEILL ESTATE","1229    ",0,12.5
"10-1120-000","08-02-1999","JOHNNY AVERY        ","1198    ",0,50
"10-1120-000","08-05-1999","CPW-MELVIN WILLIAMS ","1203    ",0,50
"10-1120-000","08-30-1999","KELLY'S CONSTRUCTION","1226    ",0,40
"10-1120-000","08-06-1999","DEBORAH CHAMBERLAIN ","1204    ",0,240
"10-1120-000","08-10-1999","CPW-ANTHONY BRAZZELL","1205    ",0,50
"10-1120-000","08-30-1999","DALE KEOWN          ","1227    ",0,15
"10-2200-000","08-30-1999","ASSOCIATED CONTRACT ","1221    ",210,0
"10-2200-000","08-30-1999","KELLY'S CONSTRUCTION","1226    ",40,0
"10-2200-000","08-30-1999","PIC-A-FLICK         ","1220    ",310,0
"10-2200-000","08-30-1999","ROBERT MCGRATH      ","1230    ",50,0
"10-2200-000","08-30-1999","LAW ENGINEERING     ","1225    ",200,0
"10-2200-000","08-30-1999","MERONDA KING        ","1224    ",200,0
"10-2200-000","08-30-1999","MACKEY MCCASLAN     ","1223    ",50,0
"10-2200-000","08-30-1999","DALE KEOWN          ","1228    ",15,0
"10-2200-000","08-30-1999","W. R. MCNEILL ESTATE","1229    ",12.5,0
"10-2200-000","08-30-1999","CAROLYN OSBORNE     ","1222    ",200,0
"10-2200-000","08-30-1999","DALE KEOWN          ","1227    ",15,0
"10-2200-000","08-06-1999","DEBORAH CHAMBERLAIN ","1204    ",240,0
"10-2200-000","08-05-1999","CPW-MELVIN WILLIAMS ","1203    ",50,0
"10-2200-000","08-10-1999","CPW-ANTHONY BRAZZELL","1205    ",50,0
"10-2200-000","08-16-1999","RONALD B. HUTCHINGS ","1207    ",220,0
"10-2200-000","08-11-1999","CPW-COURTNEY HEARST ","1206    ",220,0
"10-2200-000","08-05-1999","LORI HOWARD         ","1202    ",200,0
"10-2200-000","08-02-1999","JOHNNY AVERY        ","1198    ",50,0
"10-2200-000","08-02-1999","MYRA LETICIA SMITH  ","1197    ",170,0
"10-2200-000","08-02-1999","NELLIE ANDERSON     ","1199    ",53.39,0
"10-2200-000","08-03-1999","T.M.MCKINNEY BARBER ","1201    ",12.5,0
"10-2200-000","08-02-1999","NELLIE ANDERSON     ","1200    ",31.91,0
"10-2200-000","08-30-1999","S. T. REED          ","1216    ",10,0
"10-2200-000","08-30-1999","LONNE NORMAN CONSTR ","1215    ",50,0
"10-2200-000","08-30-1999","RICHARD B. PERCIVAL ","1217    ",240,0
"10-2200-000","08-30-1999","PALMETTO FEDERAL    ","1219    ",40,0
"10-2200-000","08-30-1999","IRENE BANDY ESTATE  ","1218    ",200,0
"10-2200-000","08-30-1999","LONNE NORMAN CONSTR ","1214    ",320,0
"10-2200-000","08-30-1999","PERRY BROWN         ","1210    ",20,0
"10-2200-000","08-26-1999","SARA L. SMITH       ","1209    ",50,0
"10-2200-000","08-30-1999","DAVIS & SONS CONSTR ","1211    ",210,0
"10-2200-000","08-30-1999","BUDDY'S QUEEN       ","1213    ",720,0
"10-2200-000","08-30-1999","HAHN ENTERPRISES    ","1212    ",200,0
"10-1020-000","08-30-1999","EL MISC-RETURN CHECK","~       ",25,0
"10-0300-350","08-30-1999","EL MISC-RETURN CHECK","~       ",0,25
"10-1020-000","08-30-1999","EL INS-RAY WALL     ","~       ",177.65,0
"10-2140-000","08-30-1999","EL INS-RAY WALL     ","~       ",0,177.65
"10-1120-000","08-30-1999","METER DEPOSIT       ","~       ",120,0
"10-2200-000","08-30-1999","METER DEPOSIT       ","~       ",0,120
"10-1050-000","08-30-1999","WATER TAPS          ","~       ",2000,0
"10-0400-360","08-30-1999","WATER TAPS          ","~       ",0,2000
"10-0300-403","08-03-1999","TOWN OF TRENTON     ","5882    ",1833.33,0
"10-0300-414","08-26-1999","MCCORMICK COUNTY    ","5942    ",146.97,0
"10-0300-415","08-31-1999","MCCORMICK POSTMASTER","5944    ",104.09,0
"10-0300-415","08-13-1999","MCCORMICK POSTMASTER","5935    ",27.72,0
"10-0300-416","08-26-1999","AT&T                ","5941    ",23.03,0
"10-0300-450","08-26-1999","MOBEX COMM          ","5940    ",411.1,0
"10-0300-450","08-13-1999","CLERK OF COURT      ","5934    ",30,0
"10-0400-400","08-02-1999","CPW                 ","5880    ",264.25,0
"10-0400-414","08-26-1999","MCCORMICK COUNTY    ","5942    ",146.97,0
"10-0400-415","08-13-1999","MCCORMICK POSTMASTER","5935    ",27.72,0
"10-0400-415","08-31-1999","MCCORMICK POSTMASTER","5944    ",104.09,0
"10-0400-416","08-26-1999","AT&T                ","5941    ",23.03,0
"10-0400-439","08-27-1999","WEASC UPPER SAVA    ","5943    ",50,0
"10-0400-450","08-26-1999","MOBEX COMM          ","5940    ",411.1,0
"10-0400-450","08-17-1999","JAMROS              ","5936    ",4861.63,0
"10-0500-400","08-02-1999","CPW                 ","5880    ",250.18,0
"10-0500-414","08-26-1999","MCCORMICK COUNTY    ","5942    ",146.97,0
"10-0500-415","08-13-1999","MCCORMICK POSTMASTER","5935    ",27.72,0
"10-0500-415","08-31-1999","MCCORMICK POSTMASTER","5944    ",104.08,0
"10-0500-416","08-26-1999","AT&T                ","5941    ",23.03,0
"10-0500-439","08-27-1999","WEASC UPPER SAVA    ","5943    ",50,0
"10-0500-439","08-26-1999","WEASC               ","5939    ",15,0
"10-0500-450","08-26-1999","MOBEX COMM          ","5940    ",411.1,0
"10-0500-450","08-17-1999","JAMROS              ","5936    ",4861.63,0
"10-1020-000","08-31-1999","MCCORMICK POSTMASTER","5944    ",0,312.26
"10-1020-000","08-25-1999","CPW                 ","5938    ",0,8469.02
"10-1020-000","08-02-1999","CPW                 ","5880    ",0,514.43
"10-1020-000","08-26-1999","WEASC               ","5939    ",0,15
"10-1020-000","08-26-1999","MOBEX COMM          ","5940    ",0,1233.3
"10-1020-000","08-02-1999","TOWN OF MCCORMICK   ","5881    ",0,99
"10-1020-000","08-03-1999","TOWN OF TRENTON     ","5882    ",0,1833.33
"10-1020-000","08-17-1999","JAMROS              ","5936    ",0,9723.26
"10-1020-000","08-26-1999","MCCORMICK COUNTY    ","5942    ",0,440.91
"10-1020-000","08-11-1999","CPW                 ","5884    ",0,9831.98
"10-1020-000","08-13-1999","MCCORMICK POSTMASTER","5935    ",0,83.16
"10-1020-000","08-27-1999","WEASC UPPER SAVA    ","5943    ",0,100
"10-1020-000","08-13-1999","CLERK OF COURT      ","5934    ",0,30
"10-1020-000","08-26-1999","AT&T                ","5941    ",0,69.09
"10-1020-000","08-05-1999","CPW                 ","5883    ",0,11640.23
"10-1020-000","08-18-1999","CPW                 ","5937    ",0,8483.36
"10-1030-000","08-11-1999","CPW                 ","5884    ",2748.34,0
"10-1030-000","08-11-1999","CPW                 ","5884    ",4580.1,0
"10-1030-000","08-11-1999","CPW                 ","5884    ",2503.54,0
"10-1030-000","08-05-1999","CPW                 ","5883    ",3649.01,0
"10-1030-000","08-05-1999","CPW                 ","5883    ",5567.67,0
"10-1030-000","08-05-1999","CPW                 ","5883    ",2423.55,0
"10-1030-000","08-25-1999","CPW                 ","5938    ",2333.98,0
"10-1030-000","08-25-1999","CPW                 ","5938    ",4095.47,0
"10-1030-000","08-25-1999","CPW                 ","5938    ",2039.57,0
"10-1030-000","08-18-1999","CPW                 ","5937    ",2356.29,0
"10-1030-000","08-18-1999","CPW                 ","5937    ",4135.82,0
"10-1030-000","08-18-1999","CPW                 ","5937    ",1991.25,0
"10-2990-000","08-02-1999","TOWN OF MCCORMICK   ","5881    ",99,0
"10-1020-000","08-31-1999","CPW                 ","7669    ",21370.36,0
"10-1020-000","08-31-1999","CPW                 ","7669    ",44511.2,0
"10-1060-000","08-31-1999","CPW                 ","7669    ",0,65881.56
"10-1020-000","08-31-1999","AUGUST INTEREST     ","~       ",139.42,0
"10-0300-340","08-31-1999","AUGUST INTEREST     ","~       ",0,139.42
"10-1200-000","09-05-1999","FROM UTILITIES      ","UB083199",0,305.65
"10-1050-000","09-05-1999","FROM UTILITIES      ","UB083199",305.65,0
"10-1200-000","09-05-1999","FROM UTILITIES      ","UB083199",0,277.1
"10-1050-000","09-05-1999","FROM UTILITIES      ","UB083199",277.1,0
"10-1200-000","09-05-1999","FROM UTILITIES      ","UB083199",0,2954.95
"10-1020-000","09-05-1999","FROM UTILITIES      ","UB083199",2954.95,0
"10-1200-000","09-05-1999","FROM UTILITIES      ","UB083199",0,109
"10-0300-001","09-05-1999","FROM UTILITIES      ","UB083199",109,0
"10-1200-000","09-05-1999","FROM UTILITIES      ","UB083199",0,72.3
"10-1020-000","09-05-1999","FROM UTILITIES      ","UB083199",72.3,0
"10-0300-401","09-02-1999","Wages               ","~       ",1791.79,0
"10-0300-403","09-02-1999","Wages               ","~       ",421.6,0
"10-0300-420","09-02-1999","Ret Match           ","~       ",120.04,0
"10-0300-420","09-02-1999","Ret Match           ","~       ",28.25,0
"10-0300-421","09-02-1999","Soc Match           ","~       ",111.09,0
"10-0300-421","09-02-1999","Soc Match           ","~       ",26.14,0
"10-0300-421","09-02-1999","Med Match           ","~       ",25.98,0
"10-0300-421","09-02-1999","Med Match           ","~       ",6.11,0
"10-0400-401","09-02-1999","Wages               ","~       ",3013.28,0
"10-0400-403","09-02-1999","Wages               ","~       ",538.4,0
"10-0400-420","09-02-1999","Ret Match           ","~       ",181.56,0
"10-0400-420","09-02-1999","Ret Match           ","~       ",36.07,0
"10-0400-421","09-02-1999","Soc Match           ","~       ",186.82,0
"10-0400-421","09-02-1999","Soc Match           ","~       ",33.38,0
"10-0400-421","09-02-1999","Med Match           ","~       ",43.69,0
"10-0400-421","09-02-1999","Med Match           ","~       ",7.81,0
"10-0500-401","09-02-1999","Wages               ","~       ",1813.36,0
"10-0500-420","09-02-1999","Ret Match           ","~       ",106.53,0
"10-0500-421","09-02-1999","Soc Match           ","~       ",112.43,0
"10-0500-421","09-02-1999","Med Match           ","~       ",26.29,0
"10-1030-000","09-02-1999","PR Net              ","~       ",0,4477.63
"10-2100-000","09-02-1999","Withholdings        ","~       ",0,815.72
"10-2110-000","09-02-1999","Withholdings        ","~       ",0,361.18
"10-2120-000","09-02-1999","Withholdings        ","~       ",0,469.86
"10-2120-000","09-02-1999","Withholdings        ","~       ",0,109.88
"10-2120-000","09-02-1999","Soc Match Liab      ","~       ",0,469.86
"10-2120-000","09-02-1999","Med Match Liab      ","~       ",0,109.88
"10-2130-000","09-02-1999","Withholdings        ","~       ",0,423.09
"10-2130-000","09-02-1999","Ret Match Liab      ","~       ",0,472.45
"10-2140-000","09-02-1999","Deductions          ","~       ",0,16.06
"10-2140-000","09-02-1999","Deductions          ","~       ",0,127.69
"10-2140-000","09-02-1999","Deductions          ","~       ",0,8.86
"10-2150-000","09-02-1999","Deductions          ","~       ",0,570.96
"10-2170-000","09-02-1999","Deductions          ","~       ",0,197.5
"10-1030-000","09-02-1999","SC STATE TREASURER  ","6611    ",0,197.5
"10-1030-000","09-02-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",0,1975.22
"10-1030-000","09-02-1999","SC STATE EMP CR UN  ","6594    ",0,570.96
"10-2100-000","09-02-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",815.72,0
"10-2120-000","09-02-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",1159.5,0
"10-2150-000","09-02-1999","SC STATE EMP CR UN  ","6594    ",570.96,0
"10-2170-000","09-02-1999","SC STATE TREASURER  ","6611    ",197.5,0
"10-1200-000","09-02-1999","FROM UTILITIES      ","UB090299",0,899.47
"10-1050-000","09-02-1999","FROM UTILITIES      ","UB090299",899.47,0
"10-1200-000","09-02-1999","FROM UTILITIES      ","UB090299",0,778.02
"10-1050-000","09-02-1999","FROM UTILITIES      ","UB090299",778.02,0
"10-1200-000","09-02-1999","FROM UTILITIES      ","UB090299",0,6926.19
"10-1020-000","09-02-1999","FROM UTILITIES      ","UB090299",6926.19,0
"10-1200-000","09-02-1999","FROM UTILITIES      ","UB090299",0,294
"10-0300-001","09-02-1999","FROM UTILITIES      ","UB090299",294,0
"10-1200-000","09-02-1999","FROM UTILITIES      ","UB090299",0,96.6
"10-1020-000","09-02-1999","FROM UTILITIES      ","UB090299",96.6,0
"10-1200-000","09-03-1999","FROM UTILITIES      ","UB090399",0,1061.79
"10-1050-000","09-03-1999","FROM UTILITIES      ","UB090399",1061.79,0
"10-1200-000","09-03-1999","FROM UTILITIES      ","UB090399",0,983.98
"10-1050-000","09-03-1999","FROM UTILITIES      ","UB090399",983.98,0
"10-1200-000","09-03-1999","FROM UTILITIES      ","UB090399",0,11620.86
"10-1020-000","09-03-1999","FROM UTILITIES      ","UB090399",11620.86,0
"10-0300-320","09-03-1999","FROM UTILITIES      ","UB090399",0,1.95
"10-1020-000","09-03-1999","FROM UTILITIES      ","UB090399",1.95,0
"10-0300-320","09-03-1999","FROM UTILITIES      ","UB090399",0,15
"10-1020-000","09-03-1999","FROM UTILITIES      ","UB090399",15,0
"10-1200-000","09-03-1999","FROM UTILITIES      ","UB090399",0,421
"10-0300-001","09-03-1999","FROM UTILITIES      ","UB090399",421,0
"10-1200-000","09-03-1999","FROM UTILITIES      ","UB090399",0,194.75
"10-1020-000","09-03-1999","FROM UTILITIES      ","UB090399",194.75,0
"10-0300-340","08-31-1999","August Interest     ","~       ",0,1021.5
"10-1140-000","08-31-1999","August Interest     ","~       ",1021.5,0
"10-0300-340","08-31-1999","August Interest     ","~       ",0,99.83
"10-1040-000","08-31-1999","August Interest     ","~       ",99.83,0
"10-0500-422","08-10-1999","TO CORRECT ENTRY    ","~       ",0,1788.09
"10-0400-422","08-10-1999","CHECK #5895         ","~       ",1788.09,0
"10-1200-000","09-07-1999","FROM UTILITIES      ","UB090799",0,3142.4
"10-1050-000","09-07-1999","FROM UTILITIES      ","UB090799",3142.4,0
"10-1200-000","09-07-1999","FROM UTILITIES      ","UB090799",0,2616.18
"10-1050-000","09-07-1999","FROM UTILITIES      ","UB090799",2616.18,0
"10-1200-000","09-07-1999","FROM UTILITIES      ","UB090799",0,17071.38
"10-1020-000","09-07-1999","FROM UTILITIES      ","UB090799",17071.38,0
"10-0400-320","09-07-1999","FROM UTILITIES      ","UB090799",0,9.36
"10-1050-000","09-07-1999","FROM UTILITIES      ","UB090799",9.36,0
"10-0500-320","09-07-1999","FROM UTILITIES      ","UB090799",0,11.16
"10-1050-000","09-07-1999","FROM UTILITIES      ","UB090799",11.16,0
"10-0300-320","09-07-1999","FROM UTILITIES      ","UB090799",0,126.38
"10-1020-000","09-07-1999","FROM UTILITIES      ","UB090799",126.38,0
"10-0300-320","09-07-1999","FROM UTILITIES      ","UB090799",0,175
"10-1020-000","09-07-1999","FROM UTILITIES      ","UB090799",175,0
"10-1200-000","09-07-1999","FROM UTILITIES      ","UB090799",0,660
"10-0300-001","09-07-1999","FROM UTILITIES      ","UB090799",660,0
"10-0600-320","09-07-1999","FROM UTILITIES      ","UB090799",0,2.3
"10-1020-000","09-07-1999","FROM UTILITIES      ","UB090799",2.3,0
"10-1200-000","09-07-1999","FROM UTILITIES      ","UB090799",0,410.1
"10-1020-000","09-07-1999","FROM UTILITIES      ","UB090799",410.1,0
"10-0400-445","08-31-1999","RECD - AUGUST       ","~       ",1550,0
"10-1060-000","08-31-1999","RECD - AUGUST       ","~       ",0,1550
"10-0400-445","08-31-1999","RECD - AUGUST       ","~       ",2439,0
"10-1060-000","08-31-1999","RECD - AUGUST       ","~       ",0,2439
"10-1060-000","08-31-1999","RECD - AUGUST       ","~       ",4378.61,0
"10-0500-340","08-31-1999","RECD - AUGUST       ","~       ",0,4378.61
"10-0300-401","09-09-1999","Wages               ","~       ",1639,0
"10-0300-403","09-09-1999","Wages               ","~       ",400.52,0
"10-0300-404","09-09-1999","Wages               ","~       ",400,0
"10-0300-420","09-09-1999","Ret Match           ","~       ",109.81,0
"10-0300-420","09-09-1999","Ret Match           ","~       ",26.83,0
"10-0300-421","09-09-1999","Soc Match           ","~       ",101.62,0
"10-0300-421","09-09-1999","Soc Match           ","~       ",24.83,0
"10-0300-421","09-09-1999","Soc Match           ","~       ",24.8,0
"10-0300-421","09-09-1999","Med Match           ","~       ",23.76,0
"10-0300-421","09-09-1999","Med Match           ","~       ",5.81,0
"10-0300-421","09-09-1999","Med Match           ","~       ",5.8,0
"10-0400-401","09-09-1999","Wages               ","~       ",3033.17,0
"10-0400-403","09-09-1999","Wages               ","~       ",538.4,0
"10-0400-404","09-09-1999","Wages               ","~       ",500,0
"10-0400-420","09-09-1999","Ret Match           ","~       ",182.88,0
"10-0400-420","09-09-1999","Ret Match           ","~       ",36.07,0
"10-0400-420","09-09-1999","Ret Match           ","~       ",33.5,0
"10-0400-421","09-09-1999","Soc Match           ","~       ",188.05,0
"10-0400-421","09-09-1999","Soc Match           ","~       ",33.38,0
"10-0400-421","09-09-1999","Soc Match           ","~       ",31,0
"10-0400-421","09-09-1999","Med Match           ","~       ",43.98,0
"10-0400-421","09-09-1999","Med Match           ","~       ",7.81,0
"10-0400-421","09-09-1999","Med Match           ","~       ",7.25,0
"10-0500-401","09-09-1999","Wages               ","~       ",1741.36,0
"10-0500-404","09-09-1999","Wages               ","~       ",400,0
"10-0500-420","09-09-1999","Ret Match           ","~       ",101.71,0
"10-0500-420","09-09-1999","Ret Match           ","~       ",26.8,0
"10-0500-421","09-09-1999","Soc Match           ","~       ",107.97,0
"10-0500-421","09-09-1999","Soc Match           ","~       ",24.8,0
"10-0500-421","09-09-1999","Med Match           ","~       ",25.25,0
"10-0500-421","09-09-1999","Med Match           ","~       ",5.8,0
"10-1030-000","09-09-1999","PR Net              ","~       ",0,5002.33
"10-2100-000","09-09-1999","Withholdings        ","~       ",0,968.78
"10-2110-000","09-09-1999","Withholdings        ","~       ",0,354.49
"10-2120-000","09-09-1999","Withholdings        ","~       ",0,536.45
"10-2120-000","09-09-1999","Withholdings        ","~       ",0,125.46
"10-2120-000","09-09-1999","Soc Match Liab      ","~       ",0,536.45
"10-2120-000","09-09-1999","Med Match Liab      ","~       ",0,125.46
"10-2130-000","09-09-1999","Withholdings        ","~       ",0,463.52
"10-2130-000","09-09-1999","Ret Match Liab      ","~       ",0,517.6
"10-2140-000","09-09-1999","Deductions          ","~       ",0,16.06
"10-2140-000","09-09-1999","Deductions          ","~       ",0,343.89
"10-2140-000","09-09-1999","Deductions          ","~       ",0,23.01
"10-2150-000","09-09-1999","Deductions          ","~       ",0,620.96
"10-2170-000","09-09-1999","Deductions          ","~       ",0,197.5
"10-0300-438","09-01-1999","IKON OFFICE SOLUTION","09/01   ",46.33,0
"10-0400-438","09-01-1999","IKON OFFICE SOLUTION","09/01   ",46.33,0
"10-0500-438","09-01-1999","IKON OFFICE SOLUTION","09/01   ",46.34,0
"10-2010-000","09-01-1999","IKON OFFICE SOLUTION","09/01   ",0,139
"10-0500-440","09-01-1999","COMM. OF PUBLIC WORK","09/99   ",598.36,0
"10-2010-000","09-01-1999","COMM. OF PUBLIC WORK","09/99   ",0,598.36
"10-0300-450","09-01-1999","ACE POLE COL        ","09/99   ",18883.9,0
"10-2010-000","09-01-1999","ACE POLE COL        ","09/99   ",0,18883.9
"10-0300-448","09-01-1999","LANCE               ","09/99   ",37.81,0
"10-0400-448","09-01-1999","LANCE               ","09/99   ",37.81,0
"10-0500-448","09-01-1999","LANCE               ","09/99   ",37.82,0
"10-2010-000","09-01-1999","LANCE               ","09/99   ",0,113.44
"10-0300-448","09-01-1999","PIEDMONT COCA-COLA  ","09/99   ",71.73,0
"10-0400-448","09-01-1999","PIEDMONT COCA-COLA  ","09/99   ",71.73,0
"10-0500-448","09-01-1999","PIEDMONT COCA-COLA  ","09/99   ",71.72,0
"10-2010-000","09-01-1999","PIEDMONT COCA-COLA  ","09/99   ",0,215.18
"10-2330-000","09-01-1999","THE BANK OF NEW YORK","09/99   ",1694.45,0
"10-2010-000","09-01-1999","THE BANK OF NEW YORK","09/99   ",0,1694.45
"10-0400-412","09-01-1999","SHEALY ELECTRICAL WH","09/99   ",31.88,0
"10-0300-412","09-01-1999","SHEALY ELECTRICAL WH","09/99   ",320.83,0
"10-2010-000","09-01-1999","SHEALY ELECTRICAL WH","09/99   ",0,352.71
"10-0500-422","09-01-1999","APPLIED INDUST TECH ","09/99   ",149.16,0
"10-2010-000","09-01-1999","APPLIED INDUST TECH ","09/99   ",0,149.16
"10-0300-412","09-01-1999","GEORGIA CAROLINA WEL","09/99   ",31.74,0
"10-0400-412","09-01-1999","GEORGIA CAROLINA WEL","09/99   ",31.74,0
"10-0500-412","09-01-1999","GEORGIA CAROLINA WEL","09/99   ",31.74,0
"10-2010-000","09-01-1999","GEORGIA CAROLINA WEL","09/99   ",0,95.22
"10-0300-450","09-01-1999","POWER SUPPLY INC.   ","09/99   ",1466.78,0
"10-2010-000","09-01-1999","POWER SUPPLY INC.   ","09/99   ",0,1466.78
"10-0400-442","09-01-1999","FISHER SCIENTIFIC   ","09/99   ",337.16,0
"10-0500-442","09-01-1999","FISHER SCIENTIFIC   ","09/99   ",377.05,0
"10-2010-000","09-01-1999","FISHER SCIENTIFIC   ","09/99   ",0,714.21
"10-0300-412","09-01-1999","HUGHES SUPPPLY, INC.","09/99   ",1499.92,0
"10-2010-000","09-01-1999","HUGHES SUPPPLY, INC.","09/99   ",0,1499.92
"10-0300-450","09-01-1999","VANYO               ","09/99   ",904.41,0
"10-2010-000","09-01-1999","VANYO               ","09/99   ",0,904.41
"10-0300-412","09-01-1999","VALKENBURG EQUIPMENT","09/99   ",179.75,0
"10-0500-422","09-01-1999","VALKENBURG EQUIPMENT","09/99   ",237.37,0
"10-2010-000","09-01-1999","VALKENBURG EQUIPMENT","09/99   ",0,417.12
"10-0300-412","09-01-1999","GREENWOOD EQUIPMENT ","09/99   ",22.06,0
"10-0400-412","09-01-1999","GREENWOOD EQUIPMENT ","09/99   ",22.06,0
"10-0500-412","09-01-1999","GREENWOOD EQUIPMENT ","09/99   ",22.05,0
"10-0300-422","09-01-1999","GREENWOOD EQUIPMENT ","09/99   ",21.2,0
"10-0500-442","09-01-1999","GREENWOOD EQUIPMENT ","09/99   ",23.94,0
"10-2010-000","09-01-1999","GREENWOOD EQUIPMENT ","09/99   ",0,111.31
"10-0300-414","09-01-1999","W & J AUTOMOTIVE    ","09/99   ",103.66,0
"10-0400-414","09-01-1999","W & J AUTOMOTIVE    ","09/99   ",202.95,0
"10-0500-414","09-01-1999","W & J AUTOMOTIVE    ","09/99   ",103.67,0
"10-2010-000","09-01-1999","W & J AUTOMOTIVE    ","09/99   ",0,410.28
"10-0500-411","09-01-1999","ENVIRONMENTAL SPECIA","09/99   ",1076.25,0
"10-2010-000","09-01-1999","ENVIRONMENTAL SPECIA","09/99   ",0,1076.25
"10-0300-412","09-01-1999","GREENWOOD COOPERATIV","09/99   ",718.63,0
"10-2010-000","09-01-1999","GREENWOOD COOPERATIV","09/99   ",0,718.63
"10-0300-414","09-01-1999","HILL'S BP           ","09/99   ",16,0
"10-2010-000","09-01-1999","HILL'S BP           ","09/99   ",0,16
"10-2020-000","09-01-1999","SOUTH CAROLINA TAX C","09/99   ",5165.89,0
"10-2010-000","09-01-1999","SOUTH CAROLINA TAX C","09/99   ",0,5165.89
"10-0500-443","09-01-1999","GINGERICH'S GAS SERV","09/99   ",8,0
"10-2010-000","09-01-1999","GINGERICH'S GAS SERV","09/99   ",0,8
"10-0400-431","09-01-1999","BUREAU OF FINANCE - ","09/99   ",75,0
"10-2010-000","09-01-1999","BUREAU OF FINANCE - ","09/99   ",0,75
"10-0400-412","09-01-1999","MCCORMICK BUILDING S","09/99   ",65.28,0
