"AcctNum","Title","Type","PY_Act","Bgt","Balance"
"10-2600-002","DEFERRED REV MV TAX           ","L",0,0,2242.29
"10-2600-100","DEFERRED REV COPS             ","L",0,0,0
"10-2600-200","DEFERRED REV FRANCHISE        ","L",0,0,0
"10-2600-300","DEFERRED REV ABC BOARD        ","L",0,0,0
"10-2610-000","TAX PREPAID                   ","L",0,0,5001.8
"10-2800-000","RESERVE FOR ENCUMBRANCES      ","L",0,0,-1731.45
"10-2800-001","ENCUMBRANCES                  ","L",0,0,1731.45
"10-2820-001","LAND                          ","L",0,0,0
"10-2820-002","FIXED ASSETS                  ","L",0,0,0
"10-2840-000","INVEST IN FIXED ASSETS        ","L",0,0,1692191
"10-2929-000","F/B UNDESIGNATED              ","L",0,0,902886.86
"10-2930-000","F/B DES FUTURE CAP OUTLAY     ","L",0,0,0
"10-2940-000","F/B UNDESIGNATED GENERAL      ","L",0,0,0
"10-2950-000","F/B RES BY STATE STATUTE      ","L",0,0,234765
"10-2960-000","F/B UNDESIGNATED POWELL       ","L",0,0,0
"10-3191-160","PRIOR YEAR TAX REFUND         ","R",0,0,0
"10-3193-181","INTEREST MV TAX               ","R",0,0,35.61
"10-3194-140","DISCOVERIES                   ","R",0,0,0
"10-3301-262","CAMA GRANT                    ","R",0,0,0
"10-1120-001","NC CASH MGMT TERM             ","A",0,0,0
"10-2510-000","DEFERRED INCOME               ","L",0,0,0
"10-3839-891","MISC DISASTER RECOVERY        ","R",0,0,135
"10-4370-699","CALABASH RESCUE SQUAD         ","E",0,0,0
"10-4510-560","EQUIPMENT                     ","E",0,0,0
"11-1101-001","NC CASH MGMT POWELL CKG       ","A",0,0,49826.68
"11-1190-000","ACCRUED INTEREST REC          ","A",0,0,0
"11-1231-000","I/G REC FEDERAL               ","A",0,0,375
"11-1232-001","NC SALES TAX REC              ","A",0,0,460.76
"11-1232-003","SALES TAX REC BRUNSWICK       ","A",0,0,229.7
"11-1232-007","SALES TAX REC COLUMBUS        ","A",0,0,0
"11-1310-000","A/R MISCELLANEOUS             ","A",0,0,0
"11-1320-000","I/F REC GENERAL FUND          ","A",0,0,0
"11-1800-000","ENCUMBRANCES                  ","A",0,0,0
"11-2010-000","ACCOUNTS PAYABLE              ","L",0,0,172.78
"11-2400-000","I/F PAYABLE WATER FUND        ","L",0,0,0
"11-2420-000","I/F PAY GENERAL FUND          ","L",0,0,0
"11-2800-000","RESERVE FOR ENCUMBRANCES      ","L",0,0,0
"11-2929-000","UNDESIGNATED FUND BALANCE     ","L",0,0,59049.27
"11-3981-980","TRANSFERS FROM GENERAL        ","R",0,0,0
"22-1120-000","NCCMT                         ","A",0,0,0
"22-1131-000","SSL CD                        ","A",0,0,12934.89
"22-1170-000","NCCMT                         ","A",0,0,46569.67
"22-2010-000","ACCOUNTS PAYABLE              ","L",0,0,0
"22-2930-000","FUND BALANCE                  ","L",0,0,56595.16
"22-3831-000","INVESTMENT EARNINGS           ","R",0,0,0
"22-3831-494","INVESTMENT EARNINGS           ","R",0,0,0
"22-3831-980","TRANSFERS FROM GEN FUND       ","R",0,0,0
"22-3981-980","TRANSFERS FROM GEN FUND       ","R",0,0,0
"22-9810-980","TRANSFERS TO GEN FUND         ","E",0,0,0
"22-9930-540","RESERVE FOR BEACH EROSION     ","E",0,0,0
"22-9930-590","RESERVE FOR BEACH EROSION     ","E",0,0,0
"23-1120-000","NCCMT                         ","A",0,0,0
"23-1131-000","SSL CD                        ","A",0,0,77818.17
"23-1170-000","NCCMT                         ","A",0,0,303534.8
"23-2010-000","ACCOUNTS PAYABLE              ","L",0,0,0
"23-2930-000","FUND BALANCE                  ","L",0,0,362725.34
"23-3831-000","INVESTMENT EARNINGS           ","R",0,0,0
"23-3831-494","INVESTMENT EARNINGS           ","R",0,0,0
"23-3831-980","TRANSFER FROM GEN FUND        ","R",0,0,0
"23-3981-980","TRANSFER FROM GEN FUND        ","R",0,0,0
"23-9810-980","TRANSFER TO GENERAL FUND      ","E",0,0,0
"23-9930-550","RESERVE FOR FUTURE DEV        ","E",0,0,0
"23-9930-590","RESERVE FOR FUTURE DEV        ","E",0,0,0
"24-1170-000","NCCMT                         ","A",0,0,3.63797880709171D-12
"24-2010-000","ACCOUNTS PAYABLE              ","L",0,0,0
"24-2930-000","FUND BALANCE                  ","L",0,0,17757.06
"24-3831-000","INTEREST EARNINGS             ","R",0,0,0
"24-3831-494","INVESTMENT EARNINGS           ","R",0,0,0
"24-3831-980","TRANSFERS FROM OLD WF         ","R",0,0,0
"24-3986-980","TRANSFER FROM WATER FUND      ","R",0,0,0
"24-9860-980","TRANSFERS TO WATER FUND       ","E",0,0,0
"24-9930-540","RESERVE FOR VEH & EQUIP       ","E",0,0,0
"25-1170-000","NCCMT                         ","A",0,0,46230.72
"25-2010-000","ACCOUNTS PAYABLE              ","L",0,0,0
"25-2930-000","FUND BALANCE                  ","L",0,0,44006.47
"25-3986-980","TRANSFERS FROM WATER FUND     ","R",0,0,0
"25-9860-980","TRANSFERS TO WATER FUND       ","E",0,0,0
"25-9930-590","RESERVE FOR MAINT & REP       ","E",0,0,0
"26-1170-000","NCCMT                         ","A",0,0,43072.28
"26-3981-980","TRANSFER FROM GEN FUND        ","R",0,0,0
"26-9810-980","TRANSFERS TO GEN FUND         ","E",0,0,0
"26-9930-540","RESERVE FOR LG FIRE VEH       ","E",0,0,0
"60-1101-001","NATIONSBANK CHECKING          ","A",0,0,-395590.35
"60-1101-002","A/R RET CHECKS                ","A",0,0,-309.77
"60-1120-000","NCCMT                         ","A",0,0,0
"60-1130-000","SSL CD                        ","A",0,0,0
"60-1130-001","SSL CD                        ","A",0,0,0
"60-1170-000","NCCMT                         ","A",0,0,777072.78
"60-1190-000","ACCRUED INTEREST REC          ","A",0,0,0
"60-1215-000","A/R LOST                      ","A",0,0,0
"60-1232-001","NC SALES TAX REC              ","A",0,0,1795.92
"60-1232-002","GASOLINE TAX REC              ","A",0,0,1.08
"60-1232-003","SALES TAX REC BRUNSWICK       ","A",0,0,694.37
"60-1232-004","SALES TAX REC NEW HANOVER     ","A",0,0,13.3
"60-1232-005","SALES TAX REC CUMBERLAND      ","A",0,0,0
"60-1232-006","SALES TAX REC ORANGE          ","A",0,0,0
"60-1232-007","SALES TAX REC COLUMBUS        ","A",0,0,0
"60-1232-008","SALES TAX REC WAYNE           ","A",0,0,0
"60-1232-009","SALES TAX REC CRAVEN          ","A",0,0,0
"60-1232-010","SALES TAX REC WAKE            ","A",0,0,0
