"Acct Number","Date","Description","Reference","Debit","Credit"
"10-200-06","09/16/16","Soc Match Liab      ","~       ",0,2239.79
"10-200-06","09/16/16","Med Match Liab      ","~       ",0,523.82
"10-200-07","09/16/16","Fed Withholdings    ","~       ",0,3282.62
"10-200-08","09/16/16","State Withholdings  ","~       ",0,1401
"10-200-09","09/16/16","VSRS                ","~       ",0,1330.17
"10-200-09","09/16/16","HYBRID 401          ","~       ",0,67.44
"10-200-10","09/16/16","EMPLOY.INS          ","~       ",0,287.21
"10-200-12","09/16/16","GARNISHMET          ","~       ",0,78.19
"10-200-15","09/16/16","AFLAC-LIBE          ","~       ",0,371.03
"10-200-16","09/16/16","MISC.               ","~       ",0,6
"10-400-01","09/16/16","Wages               ","~       ",5036.08,0
"10-400-02","09/16/16","Soc Match           ","~       ",312.24,0
"10-400-02","09/16/16","Med Match           ","~       ",73.02,0
"10-500-01","09/16/16","Wages               ","~       ",9650.47,0
"10-500-02","09/16/16","Soc Match           ","~       ",592.78,0
"10-500-02","09/16/16","Med Match           ","~       ",138.63,0
"10-510-01","09/16/16","Wages               ","~       ",10307.72,0
"10-510-02","09/16/16","Soc Match           ","~       ",632.86,0
"10-510-02","09/16/16","Med Match           ","~       ",148.02,0
"10-520-01","09/16/16","Wages               ","~       ",3704.65,0
"10-520-02","09/16/16","Soc Match           ","~       ",225.6,0
"10-520-02","09/16/16","Med Match           ","~       ",52.76,0
"10-550-01","09/16/16","Wages               ","~       ",490.58,0
"10-550-02","09/16/16","Soc Match           ","~       ",30.41,0
"10-550-02","09/16/16","Med Match           ","~       ",7.11,0
"10-300-14","09/16/16","Garbage Deposit     ","~       ",0,451.13
"10-100-23","09/16/16","Garbage Deposit     ","~       ",451.13,0
"10-300-12","09/16/16","Hanger Deposit      ","~       ",0,300
"10-100-23","09/16/16","Hanger Deposit      ","~       ",300,0
"10-100-23","09/10/16","REIMBURSEMENT TO JK ","2CORRECT",133.72,0
"10-400-07","09/10/16","REIMBURSEMENT TO JK ","2CORRECT",0,133.72
"10-510-10","09/16/16","JAMES KEEN          ","2237    ",93.72,0
"10-100-23","09/16/16","JAMES KEEN          ","2237    ",0,93.72
"10-200-07","09/16/16","941 DEPOSIT         ","ACHDEBIT",8809.84,0
"10-100-23","09/16/16","941 DEPOSIT         ","ACHDEBIT",0,8809.84
"10-200-08","09/16/16","VA-15               ","ACHDEBIT",1401,0
"10-100-23","09/16/16","VA-15               ","ACHDEBIT",0,1401
"10-560-55","09/16/16","VRS                 ","ACHDEBIT",68.5,0
"10-200-09","09/16/16","VRS                 ","ACHDEBIT",68.5,0
"10-100-23","09/16/16","VRS                 ","ACHDEBIT",0,137
"10-300-71","09/16/16","TERRA TECH          ","~       ",0,500
"10-100-23","09/16/16","TERRA TECH          ","~       ",500,0
"10-300-50","09/16/16","HIGH HOPES          ","~       ",0,728.34
"10-100-23","09/16/16","HIGH HOPES          ","~       ",728.34,0
"10-300-25","09/16/16","GNB                 ","~       ",0,167.96
"10-100-23","09/16/16","GNB                 ","~       ",167.96,0
"10-300-05","09/16/16","BELCHER             ","~       ",0,69.5
"10-100-23","09/16/16","BELCHER             ","~       ",69.5,0
"10-300-05","09/16/16","JOHNSON             ","~       ",0,19.6
"10-100-23","09/16/16","JOHNSON             ","~       ",19.6,0
"10-120-01","09/16/16","GCC                 ","~       ",0,50
"10-100-23","09/16/16","GCC                 ","~       ",50,0
"10-300-20","09/16/16","PEKING              ","~       ",0,2538.65
"10-100-03","09/16/16","PEKING              ","~       ",2538.65,0
"10-300-14","09/19/16","Garbage Deposit     ","~       ",0,1112.23
"10-100-23","09/19/16","Garbage Deposit     ","~       ",1112.23,0
"10-560-75","09/19/16","COMFORT INN         ","2238    ",172.94,0
"10-100-23","09/19/16","COMFORT INN         ","2238    ",0,172.94
"10-400-25","09/19/16","BVU                 ","2239    ",79.95,0
"10-510-13","09/19/16","BVU                 ","2239    ",89.95,0
"10-100-23","09/19/16","BVU                 ","2239    ",0,169.9
"10-560-86","09/19/16","GNB SAVINGS         ","2241    ",118000,0
"10-100-18","09/19/16","GNB SAVINGS         ","2241    ",0,118000
"10-500-11","09/19/16","AEP                 ","2240    ",192.22,0
"10-500-11","09/19/16","AEP                 ","2240    ",11.47,0
"10-500-27","09/19/16","AEP                 ","2240    ",19.59,0
"10-500-27","09/19/16","AEP                 ","2240    ",426.59,0
"10-500-18","09/19/16","AEP                 ","2240    ",83.54,0
"10-400-11","09/19/16","AEP                 ","2240    ",75.1,0
"10-500-18","09/19/16","AEP                 ","2240    ",10,0
"10-100-23","09/19/16","AEP                 ","2240    ",0,818.51
"10-100-18","09/19/16","POSTED WRONG BANK   ","2CORRECT",118000,0
"10-100-23","09/19/16","CORRECT BANK        ","2CORRECT",0,118000
"10-100-18","09/19/16","TRANFER             ","~       ",118000,0
"10-550-18","09/19/16","AMAZON              ","DEBIT   ",57.95,0
"10-100-23","09/19/16","AMAZON              ","DEBIT   ",0,57.95
"20-400-21","09/20/16","SONY                ","DONT BRE",305,0
"20-200-04","09/20/16","SONY                ","DONT BRE",0,305
"20-400-21","09/20/16","FOCUS FEATURES      ","KUBO    ",208.78,0
"20-200-04","09/20/16","FOCUS FEATURES      ","KUBO    ",0,208.78
"20-400-10","09/20/16","BRISTOL VIRGINIA UTI","ACCT# 20",89.95,0
"20-200-04","09/20/16","BRISTOL VIRGINIA UTI","ACCT# 20",0,89.95
"20-400-10","09/20/16","VERIZON             ","ACCT# 13",118.91,0
"20-200-04","09/20/16","VERIZON             ","ACCT# 13",0,118.91
"20-400-20","09/20/16","COCO-COLA BOTTLING  ","INVOICE#",308.5,0
"20-200-04","09/20/16","COCO-COLA BOTTLING  ","INVOICE#",0,308.5
"20-400-20","09/20/16","CONTINENTAL CONCESS.","INVOICE#",512.57,0
"20-200-04","09/20/16","CONTINENTAL CONCESS.","INVOICE#",0,512.57
"20-400-01","09/20/16","TOWN OF GRUNDY      ","PR 9/15/",4710.83,0
"20-400-02","09/20/16","TOWN OF GRUNDY      ","PR 9/15/",360.37,0
"20-200-04","09/20/16","TOWN OF GRUNDY      ","PR 9/15/",0,5071.2
"20-100-01","09/20/16","BRISTOL VIRGINIA UTI"," 13128  ",0,89.95
"20-200-04","09/20/16","BRISTOL VIRGINIA UTI"," 13128  ",89.95,0
"20-100-01","09/20/16","COCO-COLA BOTTLING  "," 13129  ",0,308.5
"20-200-04","09/20/16","COCO-COLA BOTTLING  "," 13129  ",308.5,0
"20-100-01","09/20/16","CONTINENTAL CONCESS."," 13130  ",0,512.57
"20-200-04","09/20/16","CONTINENTAL CONCESS."," 13130  ",512.57,0
"20-100-01","09/20/16","FOCUS FEATURES      "," 13131  ",0,208.78
"20-200-04","09/20/16","FOCUS FEATURES      "," 13131  ",208.78,0
"20-100-01","09/20/16","SONY                "," 13132  ",0,305
"20-200-04","09/20/16","SONY                "," 13132  ",305,0
"20-100-01","09/20/16","TOWN OF GRUNDY      "," 13133  ",0,5071.2
"20-200-04","09/20/16","TOWN OF GRUNDY      "," 13133  ",5071.2,0
"20-100-01","09/20/16","VERIZON             "," 13134  ",0,118.91
"20-200-04","09/20/16","VERIZON             "," 13134  ",118.91,0
"10-300-08","09/20/16","OUTERWALL,INC       ","~       ",0,15
"10-100-23","09/20/16","OUTERWALL,INC       ","~       ",15,0
"10-300-15","09/20/16","TREASURER           ","~       ",0,4616.43
"10-100-23","09/20/16","TREASURER           ","~       ",4616.43,0
"10-300-09","09/20/16","DIRECT DEPOSIT      ","~       ",0,1548.03
"10-100-23","09/20/16","DIRECT DEPOSIT      ","~       ",1548.03,0
"10-300-20","09/20/16","HARDEES             ","~       ",0,4549.18
"10-100-03","09/20/16","HARDEES             ","~       ",4549.18,0
"10-300-20","09/20/16","BELLACINOS          ","~       ",0,2055.02
"10-100-03","09/20/16","BELLACINOS          ","~       ",2055.02,0
"10-300-20","09/20/16","PLAZA RX            ","~       ",0,164.31
"10-100-03","09/20/16","PLAZA RX            ","~       ",164.31,0
"10-300-20","09/20/16","DONUT CONNECT       ","~       ",0,631.83
"10-100-03","09/20/16","DONUT CONNECT       ","~       ",631.83,0
"10-300-14","09/23/16","Garbage Deposit     ","~       ",0,610.6
"10-100-23","09/23/16","Garbage Deposit     ","~       ",610.6,0
"10-300-20","09/23/16","AUGUST 2016         ","~       ",0,16723.32
"10-100-03","09/23/16","AUGUST 2016         ","~       ",16723.32,0
"10-300-08","09/23/16","CASH                ","~       ",0,15
"10-100-23","09/23/16","CASH                ","~       ",15,0
"10-300-29","09/23/16","MCLANE              ","~       ",0,1320
"10-100-23","09/23/16","MCLANE              ","~       ",1320,0
"10-300-40","09/23/16","COMFORT INN         ","~       ",0,5379.29
"10-100-23","09/23/16","COMFORT INN         ","~       ",5379.29,0
"10-530-11","09/26/16","AEP                 ","2242    ",99.85,0
"10-530-11","09/26/16","AEP                 ","2242    ",45.45,0
"10-530-11","09/26/16","AEP                 ","2242    ",10.48,0
"10-550-11","09/26/16","AEP                 ","2242    ",771.17,0
"10-500-11","09/26/16","AEP                 ","2242    ",10.63,0
"10-500-27","09/26/16","AEP                 ","2242    ",298.94,0
"10-100-23","09/26/16","AEP                 ","2242    ",0,1236.52
"10-400-32","09/26/16","POSTMASTER          ","2243    ",80.54,0
"10-100-23","09/26/16","POSTMASTER          ","2243    ",0,80.54
"10-500-75","09/26/16","NORTHERN TOOL       ","2244    ",2154.99,0
"10-100-23","09/26/16","NORTHERN TOOL       ","2244    ",0,2154.99
"20-400-08","09/26/16","AEP                 ","4072    ",2139.79,0
"20-100-01","09/26/16","AEP                 ","4072    ",0,2139.79
"20-400-29","09/26/16","T&W PEST CONTROL    ","4073    ",40,0
"20-100-01","09/26/16","T&W PEST CONTROL    ","4073    ",0,40
"20-400-11","09/26/16","STARNES             ","4074    ",575,0
"20-100-01","09/26/16","STARNES             ","4074    ",0,575
"20-400-11","09/26/16","SEPTIC INC          ","4075    ",290,0
"20-100-01","09/26/16","SEPTIC INC          ","4075    ",0,290
"20-400-25","09/26/16","MOVIEAD             ","4076    ",37.5,0
"20-100-01","09/26/16","MOVIEAD             ","4076    ",0,37.5
"20-400-21","09/26/16","WALT DISNEY         ","4077    ",28.87,0
"20-100-01","09/26/16","WALT DISNEY         ","4077    ",0,28.87
"20-400-23","09/26/16","DELUXE ECHOSTAR     ","4078    ",119.85,0
"20-100-01","09/26/16","DELUXE ECHOSTAR     ","4078    ",0,119.85
"10-300-20","09/26/16","EL SOMBRERO         ","~       ",0,3683.34
"10-100-03","09/26/16","EL SOMBRERO         ","~       ",3683.34,0
"10-300-08","09/26/16","VA MEDICAL          ","~       ",0,416.34
"10-100-23","09/26/16","VA MEDICAL          ","~       ",416.34,0
"10-300-05","09/26/16","PHILRIS             ","~       ",0,100
"10-100-23","09/26/16","PHILRIS             ","~       ",100,0
"10-400-25","09/26/16","GEARHEART           ","2245    ",25,0
"10-100-23","09/26/16","GEARHEART           ","2245    ",0,25
"10-400-32","09/26/16","PURCHASE POWER      ","2246    ",111.08,0
"10-100-23","09/26/16","PURCHASE POWER      ","2246    ",0,111.08
"10-200-15","09/26/16","LIBERTY NATIONAL    ","2247    ",126.36,0
"10-100-23","09/26/16","LIBERTY NATIONAL    ","2247    ",0,126.36
"20-400-08","09/26/16","AEP                 ","4079    ",19.94,0
"20-100-01","09/26/16","AEP                 ","4079    ",0,19.94
"20-400-16","09/26/16","NATO, INC           ","4080    ",75,0
"20-100-01","09/26/16","NATO, INC           ","4080    ",0,75
"20-300-01","09/12/16","~                   ","~       ",0,100.62
"20-100-01","09/12/16","~                   ","~       ",100.62,0
"20-300-01","09/12/16","~                   ","~       ",0,63.17
"20-100-01","09/12/16","~                   ","~       ",63.17,0
"20-300-01","09/13/16","~                   ","~       ",0,101.35
"20-100-01","09/13/16","~                   ","~       ",101.35,0
"20-300-01","09/13/16","~                   ","~       ",0,278.22
"20-100-01","09/13/16","~                   ","~       ",278.22,0
"20-300-01","09/14/16","~                   ","~       ",0,64.85
"20-100-01","09/14/16","~                   ","~       ",64.85,0
"20-300-01","09/14/16","~                   ","~       ",0,40.37
"20-100-01","09/14/16","~                   ","~       ",40.37,0
"20-300-01","09/15/16","~                   ","~       ",0,3.68
"20-100-01","09/15/16","~                   ","~       ",3.68,0
"20-300-01","09/15/16","~                   ","~       ",0,5.25
"20-100-01","09/15/16","~                   ","~       ",5.25,0
"20-300-01","09/16/16","~                   ","~       ",0,188.71
"20-100-01","09/16/16","~                   ","~       ",188.71,0
"20-300-01","09/16/16","~                   ","~       ",0,102.6
"20-100-01","09/16/16","~                   ","~       ",102.6,0
"20-300-01","09/17/16","~                   ","~       ",0,633.62
"20-100-01","09/17/16","~                   ","~       ",633.62,0
"20-300-01","09/17/16","~                   ","~       ",0,275.42
"20-100-01","09/17/16","~                   ","~       ",275.42,0
"20-300-01","09/18/16","~                   ","~       ",0,388
"20-100-01","09/18/16","~                   ","~       ",388,0
"20-300-01","09/18/16","~                   ","~       ",0,162.19
"20-100-01","09/18/16","~                   ","~       ",162.19,0
"20-300-01","09/19/16","~                   ","~       ",0,51.89
"20-100-01","09/19/16","~                   ","~       ",51.89,0
"20-300-01","09/19/16","~                   ","~       ",0,85.23
"20-100-01","09/19/16","~                   ","~       ",85.23,0
"20-300-01","09/20/16","~                   ","~       ",0,108.15
"20-100-01","09/20/16","~                   ","~       ",108.15,0
"20-300-01","09/20/16","~                   ","~       ",0,47.64
"20-100-01","09/20/16","~                   ","~       ",47.64,0
"20-300-01","09/21/16","~                   ","~       ",0,65.96
"20-100-01","09/21/16","~                   ","~       ",65.96,0
"20-300-01","09/21/16","~                   ","~       ",0,144.13
"20-100-01","09/21/16","~                   ","~       ",144.13,0
"20-300-01","09/21/16","~                   ","~       ",0,30.94
"20-100-01","09/21/16","~                   ","~       ",30.94,0
"20-300-01","09/23/16","~                   ","~       ",0,615.12
"20-100-01","09/23/16","~                   ","~       ",615.12,0
"20-300-01","09/23/16","~                   ","~       ",0,251.8
"20-100-01","09/23/16","~                   ","~       ",251.8,0
"10-560-55","10/04/16","VRS                 ","ACHDEBIT",2184.34,0
"10-200-09","10/04/16","VRS                 ","ACHDEBIT",3009.12,0
"10-560-56","10/04/16","VRS                 ","ACHDEBIT",691.13,0
"10-110-01","10/04/16","VRS                 ","ACHDEBIT",327.8,0
"10-120-01","10/04/16","VRS                 ","ACHDEBIT",105.01,0
"10-100-23","10/04/16","VRS                 ","ACHDEBIT",0,6317.4
"10-200-12","10/04/16","COMMONWEALTH OF VA  ","ACHDEBIT",169.44,0
"10-100-23","10/04/16","COMMONWEALTH OF VA  ","ACHDEBIT",0,169.44
"10-100-03","09/29/16","TO GENERAL FUND     ","TRANSFER",0,100000
"10-100-23","09/29/16","TO GENERAL FUND     ","TRANSFER",100000,0
"10-400-12","09/29/16","VERIZON             ","2248    ",44.62,0
"10-500-12","09/29/16","VERIZON             ","2248    ",119.58,0
"10-100-23","09/29/16","VERIZON             ","2248    ",0,164.2
"10-510-22","09/29/16","AMANDA KEEN         ","2249    ",25.42,0
"10-100-23","09/29/16","AMANDA KEEN         ","2249    ",0,25.42
"20-400-03","09/29/16","TOWN OF GRUNDY      ","VRS/GROU",81.41,0
"20-400-04","09/29/16","TOWN OF GRUNDY      ","VRS/GROU",23.6,0
"20-200-04","09/29/16","TOWN OF GRUNDY      ","VRS/GROU",0,105.01
"20-400-20","09/29/16","SAM'S CLUB          ","ACCT# 60",86.84,0
"20-200-04","09/29/16","SAM'S CLUB          ","ACCT# 60",0,86.84
"20-400-25","09/29/16","MOVIEAD             ","INV# 565",37.5,0
"20-200-04","09/29/16","MOVIEAD             ","INV# 565",0,37.5
"20-400-21","09/29/16","SONY                ","DONT BRE",183.4,0
"20-200-04","09/29/16","SONY                ","DONT BRE",0,183.4
"20-400-21","09/29/16","PURE FLIX           ","GODS NOT",226.25,0
"20-200-04","09/29/16","PURE FLIX           ","GODS NOT",0,226.25
"20-400-21","09/29/16","LIONS GATE          ","MECHANIC",176.33,0
"20-200-04","09/29/16","LIONS GATE          ","MECHANIC",0,176.33
"20-400-21","09/29/16","FOCUS FEATURES      ","KUBO    ",37.8,0
"20-200-04","09/29/16","FOCUS FEATURES      ","KUBO    ",0,37.8
"20-400-21","09/29/16","STX ENTERTAINMENT   ","BAD MOMS",22.64,0
"20-200-04","09/29/16","STX ENTERTAINMENT   ","BAD MOMS",0,22.64
"20-100-01","09/29/16","FOCUS FEATURES      "," 13135  ",0,37.8
"20-200-04","09/29/16","FOCUS FEATURES      "," 13135  ",37.8,0
"20-100-01","09/29/16","LIONS GATE          "," 13136  ",0,176.33
"20-200-04","09/29/16","LIONS GATE          "," 13136  ",176.33,0
"20-100-01","09/29/16","MOVIEAD             "," 13137  ",0,37.5
"20-200-04","09/29/16","MOVIEAD             "," 13137  ",37.5,0
"20-100-01","09/29/16","PURE FLIX           "," 13138  ",0,226.25
"20-200-04","09/29/16","PURE FLIX           "," 13138  ",226.25,0
"20-100-01","09/29/16","SAM'S CLUB          "," 13139  ",0,86.84
"20-200-04","09/29/16","SAM'S CLUB          "," 13139  ",86.84,0
"20-100-01","09/29/16","SONY                "," 13140  ",0,183.4
"20-200-04","09/29/16","SONY                "," 13140  ",183.4,0
"20-100-01","09/29/16","STX ENTERTAINMENT   "," 13141  ",0,22.64
"20-200-04","09/29/16","STX ENTERTAINMENT   "," 13141  ",22.64,0
"20-100-01","09/29/16","TOWN OF GRUNDY      "," 13142  ",0,105.01
"20-200-04","09/29/16","TOWN OF GRUNDY      "," 13142  ",105.01,0
"10-100-23","09/29/16","CAM PAYMENT         ","PYMNT   ",4027.5,0
"10-110-03","09/29/16","CAM PAYMENT         ","PYMNT   ",0,4027.5
"10-300-08","09/29/16","POWERS FENCE        ","~       ",0,34
"10-100-23","09/29/16","POWERS FENCE        ","~       ",34,0
"10-300-08","09/29/16","CASH                ","~       ",0,10
"10-100-23","09/29/16","CASH                ","~       ",10,0
"10-300-04","09/29/16","CASH                ","~       ",0,21.3
"10-100-23","09/29/16","CASH                ","~       ",21.3,0
"10-120-02","09/29/16","GCC                 ","~       ",0,360.37
"10-120-01","09/29/16","GCC                 ","~       ",0,4710.83
"10-100-23","09/29/16","GCC                 ","~       ",5071.2,0
"10-110-02","09/29/16","IDA                 ","~       ",0,379.62
"10-100-23","09/29/16","IDA                 ","~       ",379.62,0
"10-110-01","09/29/16","IDA                 ","~       ",0,7587.09
"10-100-23","09/29/16","IDA                 ","~       ",7587.09,0
"10-300-14","09/29/16","DIRECT DEPOSIT      ","~       ",0,48
"10-100-23","09/29/16","DIRECT DEPOSIT      ","~       ",48,0
"10-100-23","09/30/16","PR Net              ","~       ",0,24779.48
"10-110-01","09/30/16","Wages               ","~       ",2596.15,0
"10-110-02","09/30/16","Soc Match           ","~       ",154.99,0
"10-110-02","09/30/16","Med Match           ","~       ",36.25,0
"10-120-01","09/30/16","Wages               ","~       ",3163.03,0
"10-120-02","09/30/16","Soc Match           ","~       ",196.12,0
"10-120-02","09/30/16","Med Match           ","~       ",45.87,0
"10-200-06","09/30/16","Soc Sec Withholdings","~       ",0,2046.06
"10-200-06","09/30/16","Med Withholdings    ","~       ",0,478.51
"10-200-06","09/30/16","Soc Match Liab      ","~       ",0,2046.06
"10-200-06","09/30/16","Med Match Liab      ","~       ",0,478.51
"10-200-07","09/30/16","Fed Withholdings    ","~       ",0,2855.76
"10-200-08","09/30/16","State Withholdings  ","~       ",0,1275
"10-200-09","09/30/16","VSRS                ","~       ",0,1330.17
"10-200-09","09/30/16","HYBRID 401          ","~       ",0,67.44
"10-200-10","09/30/16","ANTHEM              ","~       ",0,287.21
"10-200-12","09/30/16","GARNISHMET          ","~       ",0,78.19
"10-200-15","09/30/16","SHORT TERM          ","~       ",0,84.21
"10-200-15","09/30/16","AFLAC               ","~       ",0,286.82
"10-200-16","09/30/16","MISC.               ","~       ",0,6
"10-400-01","09/30/16","Wages               ","~       ",4740.58,0
"10-400-02","09/30/16","Soc Match           ","~       ",292.15,0
"10-400-02","09/30/16","Med Match           ","~       ",68.32,0
"10-500-01","09/30/16","Wages               ","~       ",8946.93,0
"10-500-02","09/30/16","Soc Match           ","~       ",544.77,0
"10-500-02","09/30/16","Med Match           ","~       ",127.42,0
"10-510-01","09/30/16","Wages               ","~       ",9942.47,0
"10-510-02","09/30/16","Soc Match           ","~       ",605.36,0
"10-510-02","09/30/16","Med Match           ","~       ",141.56,0
"10-520-01","09/30/16","Wages               ","~       ",3695.11,0
"10-520-02","09/30/16","Soc Match           ","~       ",222.6,0
"10-520-02","09/30/16","Med Match           ","~       ",52.06,0
"10-550-01","09/30/16","Wages               ","~       ",490.58,0
"10-550-02","09/30/16","Soc Match           ","~       ",30.07,0
"10-550-02","09/30/16","Med Match           ","~       ",7.03,0
"10-200-07","10/03/16","941 DEPOSIT         ","ACHDEBIT",7904.9,0
"10-100-23","10/03/16","941 DEPOSIT         ","ACHDEBIT",0,7904.9
"10-200-08","10/03/16","VA-15               ","ACHDEBIT",1275,0
"10-100-23","10/03/16","VA-15               ","ACHDEBIT",0,1275
"10-200-09","10/03/16","VRS                 ","ACHDEBIT",68.5,0
"10-560-55","10/03/16","VRS                 ","ACHDEBIT",68.5,0
"10-100-23","10/03/16","VRS                 ","ACHDEBIT",0,137
"10-120-01","10/03/16","GCC                 ","~       ",0,105.01
"10-100-23","10/03/16","GCC                 ","~       ",105.01,0
"10-300-29","10/03/16","MCLANE              ","~       ",0,3300
"10-100-23","10/03/16","MCLANE              ","~       ",3300,0
"10-300-08","10/03/16","ENGLISH CABINETS    ","~       ",0,144.21
"10-100-23","10/03/16","ENGLISH CABINETS    ","~       ",144.21,0
"10-300-14","10/03/16","Garbage Deposit     ","~       ",0,970.74
"10-100-23","10/03/16","Garbage Deposit     ","~       ",970.74,0
"10-300-12","10/03/16","Hanger Deposit      ","~       ",0,60
"10-100-23","10/03/16","Hanger Deposit      ","~       ",60,0
"10-500-09","10/03/16","AMAZON              ","DEBIT   ",41.25,0
"10-100-23","10/03/16","AMAZON              ","DEBIT   ",0,41.25
"10-120-01","10/03/16","VEC                 ","2250    ",358.75,0
"10-500-05","10/03/16","VEC                 ","2250    ",203.75,0
"10-510-05","10/03/16","VEC                 ","2250    ",18.01,0
"10-400-05","10/03/16","VEC                 ","2250    ",27.68,0
"10-100-23","10/03/16","VEC                 ","2250    ",0,608.19
"10-200-15","10/03/16","AFLAC               ","2251    ",615.34,0
"10-100-23","10/03/16","AFLAC               ","2251    ",0,615.34
"20-400-05","10/04/16","ST-9                ","ACHDEBIT",323.13,0
"20-100-01","10/04/16","ST-9                ","ACHDEBIT",0,323.13
"20-100-01","10/04/16","ENTERTAINMENT TAX   ","SEPT2016",0,375.75
"20-100-02","10/04/16","ENTERTAINMENT TAX   ","SEPT2016",375.75,0
"20-300-01","09/24/16","~                   ","~       ",0,744.37
"20-100-01","09/24/16","~                   ","~       ",744.37,0
"20-300-01","09/24/16","~                   ","~       ",0,488.67
"20-100-01","09/24/16","~                   ","~       ",488.67,0
"20-300-01","09/25/16","~                   ","~       ",0,816.35
"20-100-01","09/25/16","~                   ","~       ",816.35,0
"20-300-01","09/25/16","~                   ","~       ",0,445.8
"20-100-01","09/25/16","~                   ","~       ",445.8,0
"20-300-01","09/26/16","~                   ","~       ",0,67.36
"20-100-01","09/26/16","~                   ","~       ",67.36,0
"20-300-01","09/26/16","~                   ","~       ",0,103.04
"20-100-01","09/26/16","~                   ","~       ",103.04,0
"20-300-01","09/27/16","~                   ","~       ",0,274.44
"20-100-01","09/27/16","~                   ","~       ",274.44,0
"20-300-01","09/27/16","~                   ","~       ",0,102.03
"20-100-01","09/27/16","~                   ","~       ",102.03,0
"20-300-01","09/28/16","~                   ","~       ",0,165
"20-100-01","09/28/16","~                   ","~       ",165,0
"20-300-01","09/28/16","~                   ","~       ",0,83.3
"20-100-01","09/28/16","~                   ","~       ",83.3,0
"20-300-01","09/29/16","~                   ","~       ",0,42.55
"20-300-06","09/29/16","~                   ","~       ",0,323.13
"20-100-01","09/29/16","~                   ","~       ",365.68,0
"20-300-01","09/29/16","~                   ","~       ",0,66
"20-100-01","09/29/16","~                   ","~       ",66,0
"20-300-01","09/30/16","~                   ","~       ",0,229.28
"20-300-07","09/30/16","~                   ","~       ",0,375.75
"20-100-01","09/30/16","~                   ","~       ",605.03,0
"20-300-01","09/30/16","~                   ","~       ",0,729.82
"20-100-01","09/30/16","~                   ","~       ",729.82,0
"10-300-29","10/04/16","MCLANE MID-ATLANTIC ","2252    ",542.2,0
"10-100-23","10/04/16","MCLANE MID-ATLANTIC ","2252    ",0,542.2
"10-300-05","10/04/16","CUMBERLAND BANK & TR","2253    ",1470.04,0
"10-100-23","10/04/16","CUMBERLAND BANK & TR","2253    ",0,1470.04
"10-560-98","09/30/16","BANK SERVICE FEE    ","ACHDEBIT",5,0
"10-100-25","09/30/16","BANK SERVICE FEE    ","ACHDEBIT",0,5
"10-510-21","09/19/16","HOLIDAY INN         ","DEBIT   ",322.11,0
"10-100-23","09/19/16","HOLIDAY INN         ","DEBIT   ",0,322.11
"10-510-21","09/19/16","HOLIDAY INN         ","DEBIT   ",322.11,0
"10-100-23","09/19/16","HOLIDAY INN         ","DEBIT   ",0,322.11
"10-300-25","09/30/16","INTEREST            ","~       ",0,20.19
"10-100-23","09/30/16","INTEREST            ","~       ",20.19,0
"10-300-25","09/30/16","INTEREST            ","~       ",0,.05
"10-100-24","09/30/16","INTEREST            ","~       ",.05,0
"10-510-21","09/19/16","POSTED WRONG ACCT   ","2CORRECT",0,644.22
"10-510-22","09/19/16","CORRECT ACCT        ","2CORRECT",644.22,0
"20-300-03","09/30/16","INTEREST            ","~       ",0,2.72
"20-100-01","09/30/16","INTEREST            ","~       ",2.72,0
"20-400-31","09/30/16","MERCHANT SERIVCE FEE","ACHDEBIT",883.18,0
"20-100-01","09/30/16","MERCHANT SERIVCE FEE","ACHDEBIT",0,883.18
"10-500-14","10/05/16","PSA                 ","2254    ",87.5,0
"10-510-14","10/05/16","PSA                 ","2254    ",54.5,0
"10-500-18","10/05/16","PSA                 ","2254    ",25,0
"10-530-14","10/05/16","PSA                 ","2254    ",45,0
"10-550-14","10/05/16","PSA                 ","2254    ",120,0
"10-100-23","10/05/16","PSA                 ","2254    ",0,332
"10-500-27","10/05/16","AEP                 ","2255    ",2343.6,0
"10-100-23","10/05/16","AEP                 ","2255    ",0,2343.6
"20-400-09","10/05/16","BUCHANAN COUNTY P. S","ACCT# 10",414,0
"20-200-04","10/05/16","BUCHANAN COUNTY P. S","ACCT# 10",0,414
"20-400-06","10/05/16","TOWN OF GRUNDY/FOOD ","SEPTEMBE",233.58,0
"20-200-04","10/05/16","TOWN OF GRUNDY/FOOD ","SEPTEMBE",0,233.58
"20-400-01","10/05/16","TOWN OF GRUNDY      ","PAYROLL ",3163.03,0
"20-400-02","10/05/16","TOWN OF GRUNDY      ","PAYROLL ",241.99,0
"20-200-04","10/05/16","TOWN OF GRUNDY      ","PAYROLL ",0,3405.02
"20-400-12","10/05/16","SHAVER SOUND SERVICE","INVOICE#",782.44,0
"20-200-04","10/05/16","SHAVER SOUND SERVICE","INVOICE#",0,782.44
"20-400-12","10/05/16","SHAVER SOUND SERVICE","INVOICE#",180,0
"20-200-04","10/05/16","SHAVER SOUND SERVICE","INVOICE#",0,180
"20-400-20","10/05/16","COCA-COLA           ","INV# 573",682.5,0
"20-200-04","10/05/16","COCA-COLA           ","INV# 573",0,682.5
"20-400-07","10/05/16","TOWN OF GRUNDY      ","REIMBURS",358.75,0
"20-200-04","10/05/16","TOWN OF GRUNDY      ","REIMBURS",0,358.75
"20-400-22","10/05/16","TRI-STATE THEATRE SE","BOOKING ",600,0
